PERIOD;BRAND OWNER;BRAND;PACKAGE;WEIGHT;FAT;FAT ID;SKU;IF FLAVOURED;ADDITIVES;TASTE;VOLUME SALES;VALUE SALES;PRICE PER UNIT;NUMERIC SELLING DISTRIBIUTION (AVG);WEIGHTED SELLING DISTRIBIUTION (AVG);Average Sales Per Shop Selling
MAT APR'19;EHRMANN;ERMIGURT;GROUP;0.1150/KG;3,20%;4;ERMIGURT MOLOCH.3.2% F 115G H PERS&MANGO;FLAVOURED;FRUITS/BERRIES;MANGO & PEACH;1,2399;6,2590051;5,047992;2,764708;11,009667;27,5474
MAT APR'19;EHRMANN;EPICA;CUP;0.1300/KG;4,80%;5;EPICA BOUQUET 4.8% 130G F PERSIK-ZHASMIN;FLAVOURED;JASMINE & PEACH;JASMINE & PEACH;1,2336;17,8620696;14,479628;2,58555;14,101333;30,4214
MAT APR'19;EHRMANN;ERMIGURT;GROUP;0.1150/KG;3,20%;4;ERMIGURT MOLOCH.3.2% F 115G H LES.YAGODA;FLAVOURED;FRUITS/BERRIES;FOREST BERRIES;1,2034;6,1153133;5,081696;3,669283;11,61445;19,8398
MAT APR'19;EHRMANN;ERMIGURT;GROUP;0.1150/KG;3,20%;4;ERMIGURT MOLOCH.3.2% F 115G H KLUBNIKA;FLAVOURED;FRUITS/BERRIES;STRAWBERRY;1,1928;6,1223776;5,132778;3,563967;11,850233;20,2655
MAT APR'19;EHRMANN;EPICA;CUP;0.1300/KG;4,80%;5;EPICA 4.8% F 130G KRASNY APELSIN;FLAVOURED;FRUITS/BERRIES;RED ORANGE;1,1696;17,2932658;14,785624;1,978533;13,064758;37,7195
MAT APR'19;MOZYRSKIE MOLOCHNYE PRODUKTY;NA URA!;CUP;0.1250/KG;1,50%;2;NA URA! 1.5% F 125G YABLOKO&BANAN;FLAVOURED;FRUITS/BERRIES;APPLE & BANANA;1,1054;4,9545804;4,482161;1,485942;1,345283;46,3447
MAT APR'19;MINSKIY MOLOCHNY ZAVOD No1;ARISTEY;CUP;0.1400/KG;9%;9;ARISTEY PO-GRECHESKI 9% 140G SF;PLAIN;WITHOUT ADDITION INGREDIENTS;NOT AVAILABLE;1,0644;6,6747888;6,27094;2,304933;6,890017;14,2576
MAT APR'19;FRIESLAND CAMPINA;LANDLIEBE;BOTTLE;0.1500/KG;3,20%;4;LANDLIEBE 3.2% F 150G BLT MALINA;FLAVOURED;FRUITS/BERRIES;RASPBERRY / MALINA;1,061;7,2472101;6,830547;1,967967;11,684367;34,3412
MAT APR'19;DANONE GROUP;DANONE;GROUP;0.1100/KG;2,90%;3;DANONE NEZHNY 2.9% F 110G H KLUBNIKA;FLAVOURED;FRUITS/BERRIES;STRAWBERRY;1,0482;5,4890997;5,236691;5,969975;16,3973;6,3686
MAT APR'19;EHRMANN;EPICA;CUP;0.1300/KG;4,80%;5;EPICA BOUQUET 4.8% 130G F KLUBNIKA-ROZA;FLAVOURED;ROSE & STRAWBERRY;ROSE & STRAWBERRY;1,0477;14,892944;14,214894;2,055125;11,852767;33,3833
MAT APR'19;FRIESLAND CAMPINA;LANDLIEBE;BOTTLE;0.1500/KG;3,20%;4;LANDLIEBE 3.2% F 150G BLT PEC.YABLsKORIT;FLAVOURED;FRUITS/BERRIES;BAKED APPLE & CINNAMON;1,045;7,100138;6,79439;1,738133;11,335167;37,5882
MAT APR'19;FRIESLAND CAMPINA;LANDLIEBE;BOTTLE;0.1300/KG;3,20%;4;LANDLIEBE 3.2% F 130G BLT PEC.YABLsKORIT;FLAVOURED;FRUITS/BERRIES;BAKED APPLE & CINNAMON;1,0162;12,261466;12,065997;2,059425;13,746975;29,2263
MAT APR'19;MOZYRSKIE MOLOCHNYE PRODUKTY;NA URA!;CUP;0.1250/KG;1,50%;2;NA URA! 1.5% F 125G GRUSHA-VANIL;FLAVOURED;FRUITS/BERRIES;PEAR & VANILLA;1,0155;4,5120737;4,443204;1,433592;1,284242;44,2487
MAT APR'19;FRIESLAND CAMPINA;LANDLIEBE;BOTTLE;0.1300/KG;3,20%;4;LANDLIEBE 3.2% F 130G BLT LIMON;FLAVOURED;FRUITS/BERRIES;LEMON / CITRON;1,0101;12,2004912;12,078498;2,605275;15,8661;22,4815
MAT APR'19;VITEBSKIY MYASOKOMBINAT;LEPELKA;CUP;0.4000/KG;1,50%;2;LEPELKA 1.5% F 400G KLUBNIKA;FLAVOURED;FRUITS/BERRIES;STRAWBERRY;0,954;2,4120797;2,528385;1,18436;1,5876;44,608
MAT APR'19;BELLAKT-BELARUS;BELLAKT;CUP;0.2500/KG;0,20%;1;BELLAKT 0.2% BIO 250G SF;PLAIN;WITHOUT ADDITION INGREDIENTS;NOT AVAILABLE;0,934;3,243901;3,473127;3,0107;4,658155;13,867
MAT APR'19;FRIESLAND CAMPINA;LANDLIEBE;BOTTLE;0.1300/KG;3,20%;4;LANDLIEBE 3.2% F 130G BLT KLUBNIKA;FLAVOURED;FRUITS/BERRIES;STRAWBERRY;0,9314;11,3188603;12,152523;2,715725;15,86155;20,2416
MAT APR'19;EHRMANN;ERMIGURT;CUP;0.1400/KG;3,20%;4;ERMIGURT DESERTNY 3.2% F 140G BAN-KARAM.;FLAVOURED;CARAMEL & FRUIT;BANANA & CARAMEL;0,9044;6,5813641;7,27705;2,53288;8,18423;17,7377
MAT APR'19;FRIESLAND CAMPINA;LANDLIEBE;BOTTLE;0.1300/KG;3,20%;4;LANDLIEBE 3.2% F 130G BLT MALINA;FLAVOURED;FRUITS/BERRIES;RASPBERRY / MALINA;0,8602;10,6114162;12,335987;2,088625;13,818575;24,4653
MAT APR'19;EHRMANN;ERMIGURT;CUP;0.1400/KG;3,30%;4;ERMIGURT DESERTNY 3.3% F 140G ANAN-KOKOS;FLAVOURED;COCONUT & PINEAPPLE;PINEAPPLE & COCONUT;0,8439;5,8164158;6,892305;1,61402;7,10458;25,5393
MAT APR'19;MILKAVITA;MOYA SLAVITA;CUP;0.3700/KG;1,50%;2;MOYA SLAVITA BONJ.NEW 1.5% F 370G GRU&VA;FLAVOURED;FRUITS/BERRIES;PEAR & VANILLA;0,8113;2,6248577;3,235372;2,112029;3,383229;19,6819
MAT APR'19;EHRMANN;ERMIGURT;CUP;0.1400/KG;3,20%;4;ERMIGURT DESERTNY 3.2% F S 140G MAL-SHOK;FLAVOURED;CHOCOLATE & FRUITS;RASPBERRY & CHOCOLATE;0,7593;5,2457022;6,908603;1,73052;7,33842;20,7847
MAT APR'19;MOZYRSKIE MOLOCHNYE PRODUKTY;RADUGA VKUSA;CUP;0.2500/KG;1,50%;2;RADUGA VKUSA 1.5% F 250G PERSIK;FLAVOURED;FRUITS/BERRIES;PEACH;0,7245;2,8911782;3,990584;1,512142;1,400717;29,9267
MAT APR'19;PEPSICO;CHUDO;GROUP;0.1250/KG;2,50%;3;CHUDO SADOV.FRUK.2.5% F 125G H YA-GR-SMO;FLAVOURED;FRUITS/BERRIES;APPLE&CURRANT&PEAR;0,6983;4,5146508;6,465202;5,283817;13,166417;8,102
MAT APR'19;BELLAKT-BELARUS;BELLAKT;CUP;0.2500/KG;0,20%;1;BELLAKT 0.2% F 250G KLUBNIKA;FLAVOURED;FRUITS/BERRIES;STRAWBERRY;0,692;2,8844871;4,168334;2,497963;4,633625;16,5224
MAT APR'19;FRIESLAND CAMPINA;LANDLIEBE;BOTTLE;0.1500/KG;1,50%;2;LANDLIEBE 1.5% 150G SF PN;PLAIN;WITHOUT ADDITION INGREDIENTS;NOT AVAILABLE;0,6907;6,3941884;9,257548;1,067813;7,618825;41,6139
MAT APR'19;EHRMANN;ERMIGURT;GROUP;0.1150/KG;3,20%;4;ERMIGURT MOLOCH.3.2% F 115G H CHERNIKA;FLAVOURED;FRUITS/BERRIES;BILBERRY;0,6783;3,3173916;4,890744;2,375209;7,603809;15,488
MAT APR'19;SAVUSHKIN PRODUCT;SUPERKID;GROUP;0.1200/KG;2%;2;SUPERKID 2% F 120G H ABRIKOS;FLAVOURED;FRUITS/BERRIES;APRICOT / ABRIKOS;0,6661;3,3155706;4,977587;26,3216;45,0736;1,3936
MAT APR'19;MOZYRSKIE MOLOCHNYE PRODUKTY;RADUGA VKUSA;CUP;0.2500/KG;1,50%;2;RADUGA VKUSA 1.5% F 250G CHERNIKA;FLAVOURED;FRUITS/BERRIES;BILBERRY;0,6646;2,6734816;4,022693;1,493633;1,465817;27,7955
MAT APR'19;LIDSKIY MOLOCHNO-KONSERVNY KOMBINAT;MILIDA;CUP;0.3000/KG;3,20%;4;MILIDA 3.2% 300G VANIL LIDSKIY MKK;FLAVOURED;WITHOUT ADDITION INGREDIENTS;VANILIN;0,6451;2,2364973;3,4669;0,407025;0,7525;99,287
MAT APR'19;EHRMANN;ERMIGURT;GROUP;0.1150/KG;3,20%;4;ERMIGURT MOLOCH.3.2% F 115G H ANANAS-;FLAVOURED;FRUITS/BERRIES;PINEAPPLE & MELON;0,6338;3,4287352;5,409806;1,881367;8,442192;21,0877
MAT APR'19;ROGACHEVKIY MOLOCHNOKONSERVNY KOMBINAT;KREPYSHOK (ROGACHEVKIY MOLOCHNOKONS.KOM);CUP;0.1250/KG;1,50%;2;KREPYSHOK 1.5% F 125G MIX;FLAVOURED;FRUITS/BERRIES;UNABLE TO SEGMENT;0,6317;2,6987339;4,272177;1,947133;2,725083;19,5288
MAT APR'19;EHRMANN;ERMIGURT;CUP;0.1400/KG;3,20%;4;ERMIGURT DESERTNY 3.2% F 140G YAB-KORITS;FLAVOURED;APPLE & CINNAMON;APPLE & CINNAMON;0,626;4,5499838;7,268345;2,005;6,652482;14,496
MAT APR'19;BABUSHKINA KRYNKA;ECO GRECO;DUAL CUP;0.1300/KG;2%;2;ECO GRECO GRECH.2% F 130G LES.YAG.DS;FLAVOURED;FRUITS/BERRIES;FOREST BERRIES;0,6162;4,5871621;7,444275;4,198467;9,726767;6,6155
MAT APR'19;MINSKIY MOLOCHNY ZAVOD No1;ARISTEY;CUP;0.1400/KG;7%;7;ARISTEY PO-GRECHESKI 7% F 140G VISHNYA;FLAVOURED;FRUITS/BERRIES;CHERRY;0,6084;4,4758959;7,356831;2,22826;7,7459;15,1712
MAT APR'19;DANONE GROUP;RASTISHKA;GROUP;0.1100/KG;3%;3;RASTISHKA 3% F 4x110G(110G FR)H KLUBNIKA;FLAVOURED;FRUITS/BERRIES;STRAWBERRY;0,5591;3,6100314;6,456862;0,913575;1,275725;38,2489
MAT APR'19;MILKAVITA;MOYA SLAVITA;CUP;0.3700/KG;1,50%;2;MOYA SLAVITA BONJ.NEW 1.5% F 370G KLUBNI;FLAVOURED;FRUITS/BERRIES;STRAWBERRY;0,5544;1,7580409;3,171069;2,9975;3,876733;8,9847
MAT APR'19;MOLOCHNY MIR;MOLOCHNY MIR;CUP;0.1000/KG;2,50%;3;MOL.MIR ROSTIK 2.5% F 100G YABLOKO-BANAN;FLAVOURED;FRUITS/BERRIES;APPLE & BANANA;0,5493;2,6223527;4,77399;1,540482;5,185073;20,0159
MAT APR'19;BELLAKT-BELARUS;BELLAKT;CUP;0.2500/KG;0,20%;1;BELLAKT 0.2% F 250G PERSIK&MARAKUYA;FLAVOURED;FRUITS/BERRIES;PEACH & MARACUJA / PASSION FRUIT;0,5358;2,2438706;4,187888;1,789563;3,233775;12,5492
MAT APR'19;EHRMANN;EPICA;CUP;0.1300/KG;4,80%;5;EPICA 4.8% F 130G LIMON;FLAVOURED;FRUITS/BERRIES;LEMON / CITRON;0,5319;7,7595178;14,588302;2,01614;11,992;20,6266
MAT APR'19;MOLOCHNY MIR;MOLOCHNY MIR;CUP;0.1000/KG;2,50%;3;MOL.MIR ROSTIK 2.5% F 100G KLUBNIKA;FLAVOURED;FRUITS/BERRIES;STRAWBERRY;0,5005;2,4289465;4,85304;1,217336;5,078164;22,8185
MAT APR'19;PEPSICO;CHUDO;GROUP;0.1250/KG;2,50%;3;CHUDO 2.5% F 125G H KLUBNIKA-ZEMLYANIKA;FLAVOURED;FRUITS/BERRIES;STRAWBERRY & WILD STRAWBERRY;0,4796;2,832191;5,905319;2,348657;7,460843;11,9901
MAT APR'19;EHRMANN;USLADA;GROUP;0.0950/KG;1,20%;2;USLADA MOL.1.2% 95G H SOK KLUBNIKI;FLAVOURED;JUICE;STRAWBERRY;0,4655;1,7994336;3,865593;1,504283;0,873192;14,8897
MAT APR'19;MOLOCHNY MIR;MOLOCHNY MIR;CUP;0.1000/KG;2,50%;3;MOL.MIR ROSTIK 2.5% F 100G PERSIK;FLAVOURED;FRUITS/BERRIES;PEACH;0,4532;2,1639085;4,774732;1,265158;4,8812;19,7273
MAT APR'19;FRIESLAND CAMPINA;NEZHNY;GROUP;0.1100/KG;2,50%;3;NEZHNY 2.5% 110G F H YAGODY CHERNIKI;FLAVOURED;FRUITS/BERRIES;BILBERRY;0,443;2,4610455;5,555407;6,102;10,06936;3,055
MAT APR'19;BELLAKT-BELARUS;BELLAKT;CUP;0.1500/KG;2,50%;3;BELLAKT SWEET HEART 2.5% F 150G CHERNIKA;FLAVOURED;BLUEBERRIES;BLUEBERRY;0,4375;3,6454357;8,332424;14,6476;32,0801;1,6449
MAT APR'19;BELLAKT-BELARUS;BELLAKT;CUP;0.1250/KG;0,20%;1;BELLAKT 0.2% F 125G KLUBNIKA;FLAVOURED;FRUITS/BERRIES;STRAWBERRY;0,421;1,9679184;4,67439;2,544392;4,250117;9,6539
MAT APR'19;MILKAVITA;MOYA SLAVITA;CUP;0.1400/KG;2%;2;MOYA SLAVITA 2% F 140G PERSIK;FLAVOURED;FRUITS/BERRIES;PEACH;0,4206;2,2618673;5,377716;5,010367;5,636667;4,6483
MAT APR'19;KOBRIN-MSZ;UDACHNY VYBOR;CUP;0.1500/KG;1,50%;2;UDACH.VYB.KREPYSH-AM 1.5% F 150G VISHNYA;FLAVOURED;FRUITS/BERRIES;CHERRY;0,4156;1,704648;4,101655;0,693442;0,824625;37,3781
MAT APR'19;EHRMANN;EPICA;CUP;0.1300/KG;1,60%;2;EPICA SIMPLE 1.6% 130G C CH.-IN.-ZL.-CH.;FLAVOURED;PRUNES & FIGS & CEREALS & CHIA;PRUNES & FIGS & CEREALS & CHIA;0,402;6,7433753;16,774565;2,670133;14,504167;7,4318
MAT APR'19;EHRMANN;EPICA;CUP;0.1300/KG;6%;6;EPICA 6% 130G SF;PLAIN;WITHOUT ADDITION INGREDIENTS;NOT AVAILABLE;0,3924;5,8613301;14,937131;1,072983;8,020175;24,0087
MAT APR'19;EHRMANN;EPICA;CUP;0.1300/KG;1,50%;2;EPICA SIMPLE 1.5% 130G C GOL.-OVS.HLOP.;FLAVOURED;BLUEBERRY & CEREALS;BLUEBERRY & CEREALS;0,392;6,5679545;16,754986;3,0924;16,757967;6,4987
MAT APR'19;MOLOCHNY MIR;MOLOCHNY MIR;CUP;0.1500/KG;2,50%;3;MOL.MIR YOGO FRUIT 2.5% F 150G PERSIK;FLAVOURED;FRUITS/BERRIES;PEACH;0,3906;2,0258241;5,186442;5,837;16,0108;3,6853
MAT APR'19;MILKAVITA;MOYA SLAVITA;CUP;0.1400/KG;2%;2;MOYA SLAVITA 2% F 140G VISHNYA;FLAVOURED;FRUITS/BERRIES;CHERRY;0,3898;2,1012159;5,390497;4,737433;5,506667;4,4783
MAT APR'19;MILKAVITA;MOYA SLAVITA;CUP;0.1400/KG;2%;2;MOYA SLAVITA 2% F 140G KLUBNIKA;FLAVOURED;FRUITS/BERRIES;STRAWBERRY;0,3894;2,0994171;5,391415;4,604733;5,4215;4,6652
MAT APR'19;MOLOCHNY MIR;MOLOCHNY MIR;CUP;0.1500/KG;2,50%;3;MOL.MIR YOGO FRUIT 2.5% F 150G KLUBNIKA;FLAVOURED;FRUITS/BERRIES;STRAWBERRY;0,3849;1,9971902;5,188855;5,5617;15,3275;3,8112
MAT APR'19;LYAHOVICHSKIY MOLOCHNY ZAVOD;VNUCHOK LYAHOVICHOK;CUP;0.1500/KG;NO FAT/FAT FREE;0;VNUCHOK LYAHOVICHOK OBEZ.F 150G PERSIK;FLAVOURED;FRUITS/BERRIES;PEACH;0,3755;1,694422;4,512442;1,928533;3,472192;13,7254
MAT APR'19;NESVIZHSKIY ZAVOD DETSKOGO PITANIYA;MASHA I MEDVED;GROUP;0.0800/KG;2,90%;3;MASHA I MEDVED 2.9% F BIO 4X80G KLUB.H;FLAVOURED;FRUITS/BERRIES;STRAWBERRY;0,3685;2,3052503;6,255767;5,6167;18,5187;3,6123
MAT APR'19;FRIESLAND CAMPINA;FRUTTIS;GROUP;0.1150/KG;5%;5;FRUTTIS SLIV.LAK.5% F 115G H MIX;FLAVOURED;FRUITS/BERRIES;UNABLE TO SEGMENT;0,3685;2,1317701;5,784993;1,53596;1,37316;16,206
MAT APR'19;KALINKOVICHSKIY MOLOCHNY KOMBINAT;TOPTYSHKA;CUP;0.1500/KG;1,50%;2;KALINKA TOPTYSHKA 1.5% F 150G MIX;FLAVOURED;FRUITS/BERRIES;UNABLE TO SEGMENT;0,3619;1,7045941;4,710125;1,254542;1,897725;17,8784
MAT APR'19;PEPSICO;CHUDO;GROUP;0.1250/KG;2,50%;3;CHUDO 2.5% F 125G H PERSIK-MARAKUYA;FLAVOURED;FRUITS/BERRIES;PEACH & MARACUJA / PASSION FRUIT;0,3616;2,1040564;5,81874;1,931117;7,0778;13,0301
MAT APR'19;BELLAKT-BELARUS;BELLAKT;CUP;0.1500/KG;2,50%;3;BELLAKT SWEET HEART 2.5% F 150G KLUBNIKA;FLAVOURED;STRAWBERRY;STRAWBERRY;0,3586;2,9730316;8,290663;13,9317;31,0138;1,4174
MAT APR'19;BELLAKT-BELARUS;BELLAKT;CUP;0.1500/KG;2,50%;3;BELLAKT SWEET HEART 2.5% F 150G PERSIK;FLAVOURED;PEACH;PEACH;0,357;2,9652428;8,306002;12,5551;28,0896;1,5657
MAT APR'19;FRIESLAND CAMPINA;NEZHNY;GROUP;0.1100/KG;2,50%;3;NEZHNY 2.5% 110G F H KUSOCHKI PERS-MARAK;FLAVOURED;FRUITS/BERRIES;PEACH & MARACUJA / PASSION FRUIT;0,3567;2,0029311;5,61517;2,687078;3,539922;3,8256
MAT APR'19;MILKAVITA;MOYA SLAVITA;CUP;0.1400/KG;2%;2;MOYA SLAVITA 2% F 140G CHERNIKA;FLAVOURED;FRUITS/BERRIES;BLUEBERRY;0,3495;1,8882719;5,402781;4,2718;5,212133;4,5061
MAT APR'19;MOLOKO - VITEBSK;VITSEBSKAE MALAKO;CUP;0.1300/KG;1,50%;2;VITS.MAL.ZDOROVO 1.5% FZ 130G CHER-ZLAK;FLAVOURED;CEREALS & FRUITS;CEREALS&DRY PLUM;0,3467;1,6845897;4,858926;1,710517;5,6774;11,7451
MAT APR'19;EHRMANN;EPICA;CUP;0.1300/KG;4,80%;5;EPICA BOUQUET 4.8% 130G F CHERE-EKS.TS.A;FLAVOURED;ORANGE BLOSSOMS & SWEET CHERRY;ORANGE BLOSSOMS & SWEET CHERRY;0,3397;5,2079632;15,331066;1,13124;9,42454;16,7023
MAT APR'19;EHRMANN;EPICA;CUP;0.1300/KG;1,70%;2;EPICA SIMPLE 1.7% 130G C YA.-TY.-ZL.-LEN;FLAVOURED;APPLE & PUMPKIN & CEREALS & LINEN;APPLE & PUMPKIN & CEREALS & LINEN;0,3285;5,4994088;16,74097;2,025133;13,777267;7,8516
MAT APR'19;BELLAKT-BELARUS;BELLAKT;CUP;0.1250/KG;NO FAT/FAT FREE;0;BELLAKT 0% F 125G PERSIK&MARAKUYA;FLAVOURED;FRUITS/BERRIES;PEACH & MARACUJA / PASSION FRUIT;0,3254;1,5336912;4,713249;2,134042;3,538742;9,6631
MAT APR'19;MOLOCHNY MIR;MOLOCHNY MIR;CUP;0.1500/KG;2,50%;3;MOL.MIR YOGO FRUIT 2.5% F 150G VISHNYA;FLAVOURED;FRUITS/BERRIES;CHERRY;0,3254;1,6856748;5,180316;5,0661;14,0007;3,537
MAT APR'19;KALINKOVICHSKIY MOLOCHNY KOMBINAT;KALINKA;CUP;0.3400/KG;1,50%;2;KALINKA FRUKT.BRIZ 1.5% F 340G MIX;FLAVOURED;FRUITS/BERRIES;UNABLE TO SEGMENT;0,3169;1,0581776;3,339153;0,678533;0,68875;29,3223
MAT APR'19;EHRMANN;EHRMANN;CUP;0.1400/KG;4,80%;5;EHRMANN GRECHESKIY 4.8% F 140G MANGO;FLAVOURED;FRUITS/BERRIES;MANGO;0,3165;3,6300167;11,469247;2,7862;16,01446;7,5565
MAT APR'19;MILKAVITA;MOYA SLAVITA;CUP;0.5000/KG;1,50%;2;MOYA SLAVITA 1.5% F 500G VISHNYA;FLAVOURED;FRUITS/BERRIES;CHERRY;0,3132;0,7752929;2,475392;0,8487;1,02968;19,7098
MAT APR'19;BELLAKT-BELARUS;BELLAKT;CUP;0.1500/KG;2,50%;3;BELLAKT SWEET HEART 2.5% F 150G VISHNYA;FLAVOURED;CHERRY;CHERRY;0,3035;2,5286657;8,331683;12,6101;27,8373;1,3255
MAT APR'19;PEPSICO;CHUDO;GROUP;0.1250/KG;2,50%;3;CHUDO DVUHSLOINYI 2.5% F 125G H VIS-CHER;FLAVOURED;FRUITS/BERRIES;CHERRY&SWEET CHERRY;0,3013;2,1229026;7,04581;3,302133;10,185267;5,2743
MAT APR'19;EHRMANN;EPICA;CUP;0.1300/KG;1,70%;2;EPICA SIMPLE 1.7% 130G C VA.-ZL.-LEN.-OT;FLAVOURED;VANIL&CEREALS&LINEN&BRAN;VANIL&CEREALS&LINEN&BRAN;0,2957;4,8906349;16,539178;3,44985;18,6693;4,7085
MAT APR'19;MILKAVITA;MOYA SLAVITA;CUP;0.1400/KG;2%;2;MOYA SLAVITA 2% F 140G LES.YAG.;FLAVOURED;FRUITS/BERRIES;WILD BERRY;0,2905;1,5543699;5,350671;4,182933;5,176633;3,8142
MAT APR'19;MOLOCHNY MIR;MOLOCHNY MIR;CUP;0.1500/KG;2,50%;3;MOL.MIR YOGO FRUIT 2.5% F 150G MALINA;FLAVOURED;FRUITS/BERRIES;RASPBERRY / MALINA;0,2861;1,4830925;5,183826;5,2313;14,9241;3,0113
MAT APR'19;DANONE GROUP;ACTIVIA;GROUP;0.1500/KG;2,90%;3;ACTIVIA 2.9% F BIO 4x150G(-15%) H VISHN;FLAVOURED;FRUITS/BERRIES;CHERRY;0,2712;1,3338427;4,918299;0,7709;6,0708;19,3749
MAT APR'19;ZDRAVUSHKA - MILK;ZDRAVUSHKA;CUP;0.1500/KG;9%;9;ZDRAVUSHKA GRECHESKIY 9% 150G SF;PLAIN;WITHOUT ADDITION INGREDIENTS;NOT AVAILABLE;0,2703;2,1744457;8,044564;1,131164;2,562773;15,177
MAT APR'19;MINSKIY MOLOCHNY ZAVOD No1;ARISTEY;CUP;0.1400/KG;7%;7;ARISTEY PO-GRECHESKI 7% F 140G PERSIK;FLAVOURED;FRUITS/BERRIES;PEACH;0,2625;1,9475177;7,419115;1,366863;5,894625;8,9779
MAT APR'19;SAVUSHKIN PRODUCT;OPTIMAL;GROUP;0.1200/KG;2%;2;OPTIMAL 2% FZN BIO 120G H KUR&ZLA&LYON;FLAVOURED;CEREALS&FRUITS&SEEDS;CEREALS & DRIED APRICOT & LINSEEDS;0,2433;1,072117;4,406564;3,38836;5,72964;3,0316
MAT APR'19;MOLOKO - VITEBSK;VITSEBSKAE MALAKO;CUP;0.1300/KG;1,50%;2;VITS.MAL.ZDOROVO 1.5% F 130G CHERNIKA;FLAVOURED;FRUITS/BERRIES;BILBERRY;0,2387;1,1589303;4,855175;1,427244;5,117589;9,9563
MAT APR'19;SAVUSHKIN PRODUCT;OPTIMAL;GROUP;0.1200/KG;2%;2;OPTIMAL 2% F BIO 120G H CHERN&MALIN;FLAVOURED;FRUITS/BERRIES;BILBERRY & RASPBERRY;0,2134;0,946609;4,435843;2,571086;3,749543;3,4992
MAT APR'19;FRIESLAND CAMPINA;FRUTTIS;TOPPER;0.1800/KG;2,50%;3;FRUTTIS VK.PER.2.5%C180gDS CH-MAL-KUK.HL;FLAVOURED;CRISPS & FRUITS;BILBERRY & CORN FLAKES & RASPBERRY;0,2081;1,7953127;8,627163;1,0571;7,425933;11,0401
MAT APR'19;MOLOKO - VITEBSK;VITSEBSKAE MALAKO;CUP;0.1250/KG;1,50%;2;VITS.MAL.FRUK.FANTAZ.1.5% F 125G PERSIK;FLAVOURED;FRUITS/BERRIES;PEACH;0,2063;0,9523759;4,616461;1,258673;3,490855;9,9224
MAT APR'19;SAVUSHKIN PRODUCT;OPTIMAL;GROUP;0.1200/KG;2%;2;OPTIMAL 2% FZ BIO 120G H CHERNOSL&ZLAKI;FLAVOURED;CEREALS & FRUITS;CEREALS&DRY PLUM;0,1955;0,8623997;4,411252;4,7187;6,44505;2,2965
MAT APR'19;KALINKOVICHSKIY MOLOCHNY KOMBINAT;KALINKA;CUP;0.1250/KG;2,50%;3;KALINKA FRUKT.RAY 2.5% F 125G MIX;FLAVOURED;FRUITS/BERRIES;UNABLE TO SEGMENT;0,1841;1,2890799;7,002064;1,07231;1,76789;10,873
MAT APR'19;BELLAKT-BELARUS;BELLAKT;CUP;0.1250/KG;2%;2;BELLAKT COCKTAIL YOG.2.0% F 125G BANAN;FLAVOURED;FRUITS/BERRIES;BANANA;0,16;0,8298891;5,186807;1,669914;2,183786;5,5388
MAT APR'19;SLUTSKY SYRODELNY KOMBINAT;COMPLIMILK;CUP;0.1500/KG;3%;3;COMPLIMILK TOPTYSHKA 3% F 150G LESN.YAG.;FLAVOURED;FRUITS/BERRIES;FOREST BERRIES;0,1441;0,7097581;4,925455;0,66021;1,37216;12,9248
MAT APR'19;FRIESLAND CAMPINA;LANDLIEBE;BOTTLE;0.1300/KG;1,50%;2;LANDLIEBE 1.5% 130G SF PN;PLAIN;WITHOUT ADDITION INGREDIENTS;NOT AVAILABLE;0,1359;1,6606816;12,219879;0,618867;6,3664;10,6028
MAT APR'19;SLUTSKY SYRODELNY KOMBINAT;COMPLIMILK;CUP;0.1500/KG;3%;3;COMPLIMILK TOPTYSHKA 3% F 150G CHERE-VAN;FLAVOURED;FRUITS/BERRIES;SWEET CHERRY & VANILLA;0,1346;0,6670693;4,955938;0,62295;1,16372;12,6137
MAT APR'19;KALINKOVICHSKIY MOLOCHNY KOMBINAT;KALINKA;CUP;0.1500/KG;2,50%;3;KALINKA FRUKTOSHKA 2.5% F 150G GRUSH-VAN;FLAVOURED;FRUITS/BERRIES;PEAR & VANILLA;0,1345;0,6967549;5,180334;0,638925;0,940017;12,3611
MAT APR'19;KALINKOVICHSKIY MOLOCHNY KOMBINAT;KALINKA;CUP;0.1500/KG;2,50%;3;KALINKA FRUKTOSHKA 2.5% F 150G YABL-BAN;FLAVOURED;FRUITS/BERRIES;APPLE & BANANA;0,1339;0,7149441;5,339388;0,613742;0,906217;13,4842
MAT APR'19;EHRMANN;EHRMANN;CUP;0.1400/KG;4,80%;5;EHRMANN GRECHESKIY 4.8% F 140G VINOGRAD;FLAVOURED;FRUITS/BERRIES;GRAPE;0,1339;1,5614824;11,661556;1,49342;10,41604;5,9228
MAT APR'19;MOLOKO - VITEBSK;VITSEBSKAE MALAKO;CUP;0.1250/KG;1,50%;2;VITS.MAL.FRUK.FANTAZ.1.5% FU 125G KLU-MY;FLAVOURED;MUESLI & FRUITS;MUESLI & STRAWBERRY;0,1286;0,5894503;4,583595;0,82516;2,60887;8,6219
MAT APR'19;BELLAKT-BELARUS;BELLAKT;CUP;0.1250/KG;2%;2;BELLAKT COCKTAIL YOG.2.0% F 125G PERSIK;FLAVOURED;FRUITS/BERRIES;PEACH;0,1245;0,624907;5,019333;1,617243;1,991243;3,8745
