PERIOD;BRAND OWNER;BRAND;PACKAGE;WEIGHT;FAT;FAT ID;SKU;IF FLAVOURED;ADDITIVES;TASTE;VOLUME SALES;VALUE SALES;PRICE PER UNIT;NUMERIC SELLING DISTRIBIUTION (AVG);WEIGHTED SELLING DISTRIBIUTION (AVG);Average Sales Per Shop Selling
MAT APR'19;KOBRIN-MSZ;UDACHNY VYBOR;CUP;0.1500/KG;1,50%;2;UDACH.VYB.KREPYSH-AM 1.5% F 150G BAN&TYK;FLAVOURED;FRUITS/BERRIES;BANANA&PUMPKIN;0;NA;NA;NA;NA;NA
MAT APR'19;LUNINETSKIY MOLOCHNY ZAVOD;MOLOCHNAYA KAPELKA;CUP;0.1500/KG;1,50%;2;MOLOCHNAYA KAPELKA BIO 1.5% 150G SF;PLAIN;WITHOUT ADDITION INGREDIENTS;NOT AVAILABLE;0;NA;NA;NA;NA;NA
MAT APR'19;LUNINETSKIY MOLOCHNY ZAVOD;MOLOCHNAYA KAPELKA;CUP;0.1500/KG;2%;2;MOL.KAPELKA 2% F 150G MIX;FLAVOURED;FRUITS/BERRIES;UNABLE TO SEGMENT;0;NA;NA;NA;NA;NA
MAT APR'19;LUNINETSKIY MOLOCHNY ZAVOD;MOLOCHNAYA KAPELKA;CUP;0.1500/KG;2,10%;3;MOL.KAPELKA 2.1% F 150G MIX;FLAVOURED;FRUITS/BERRIES;UNABLE TO SEGMENT;0;NA;NA;NA;NA;NA
MAT APR'19;LYAHOVICHSKIY MOLOCHNY ZAVOD;VNUCHOK LYAHOVICHOK;CUP;0.1400/KG;1,50%;2;VNUCHOK LYAHOVICHOK 1.5% 140G;PLAIN;WITHOUT ADDITION INGREDIENTS;NOT AVAILABLE;0;NA;NA;NA;NA;NA
MAT APR'19;LYAHOVICHSKIY MOLOCHNY ZAVOD;VNUCHOK LYAHOVICHOK;CUP;0.1400/KG;NO FAT/FAT FREE;0;VNUCHOK LYAHOVICHOK OBEZ.F 140G KLUBNIKA;FLAVOURED;FRUITS/BERRIES;STRAWBERRY;0;NA;NA;NA;NA;NA
MAT APR'19;LYAHOVICHSKIY MOLOCHNY ZAVOD;VNUCHOK LYAHOVICHOK;CUP;0.1400/KG;NO FAT/FAT FREE;0;VNUCHOK LYAHOVICHOK OBEZ.F 140G CHERNIKA;FLAVOURED;FRUITS/BERRIES;BILBERRY;0;NA;NA;NA;NA;NA
MAT APR'19;LYAHOVICHSKIY MOLOCHNY ZAVOD;VNUCHOK LYAHOVICHOK;CUP;0.1400/KG;NO FAT/FAT FREE;0;VNUCHOK LYAHOVICHOK OBEZ.F 140G PERSIK;FLAVOURED;FRUITS/BERRIES;PEACH;0;NA;NA;NA;NA;NA
MAT APR'19;LYAHOVICHSKIY MOLOCHNY ZAVOD;VNUCHOK LYAHOVICHOK;CUP;0.1400/KG;NO FAT/FAT FREE;0;VNUCHOK LYAHOVICHOK OBEZHIR.J 140G;PLAIN;WITHOUT ADDITION INGREDIENTS;NOT AVAILABLE;0;NA;NA;NA;NA;NA
MAT APR'19;LYAHOVICHSKIY MOLOCHNY ZAVOD;KREPYSHOK (LYAHOVICHSKIY MOLOCHNY ZAVOD);CUP;0.1400/KG;1,50%;2;KREPYSHOK 1.5% F 140G NECTARIN&APELSIN;FLAVOURED;FRUITS/BERRIES;NECTARINE&ORANGE;0;NA;NA;NA;NA;NA
MAT APR'19;LYAHOVICHSKIY MOLOCHNY ZAVOD;KREPYSHOK (LYAHOVICHSKIY MOLOCHNY ZAVOD);CUP;0.1500/KG;3%;3;KREPYSHOK 3% F 150G PERSIK;FLAVOURED;FRUITS/BERRIES;PEACH;0;NA;NA;NA;NA;NA
MAT APR'19;MOLOCHNY MIR;STARODVORETSKIY;CUP;0.2500/KG;1,50%;2;STARODVORETSKIY 1.5% F 250G KLUBNIKA;FLAVOURED;FRUITS/BERRIES;STRAWBERRY;0;NA;NA;NA;NA;NA
MAT APR'19;MOLOCHNY MIR;STARODVORETSKIY;CUP;0.5000/KG;1,50%;2;STARODVORETSKIY 1.5% F 500G KLUBNIKA;FLAVOURED;FRUITS/BERRIES;STRAWBERRY;0;NA;NA;NA;NA;NA
MAT APR'19;MOLOCHNY MIR;FRUTOUDOVOLSTVIE;CUP;0.1500/KG;2%;2;FRUTOUDOVOLSTVIE 2% F 150G LESNYE YAGODY;FLAVOURED;FRUITS/BERRIES;FOREST BERRIES;0;NA;NA;NA;NA;NA
MAT APR'19;MOLOCHNY MIR;FRUTOUDOVOLSTVIE;CUP;0.1500/KG;2%;2;FRUTOUDOVOLSTVIE 2% F 150G KLUBNIKA;FLAVOURED;FRUITS/BERRIES;STRAWBERRY;0;NA;NA;NA;NA;NA
MAT APR'19;MOLOCHNY MIR;FRUTOUDOVOLSTVIE;CUP;0.2500/KG;2%;2;FRUTOUDOVOLSTVIE 2% F 250G EKZOTIK;FLAVOURED;FRUITS/BERRIES;EXOTIC;0;NA;NA;NA;NA;NA
MAT APR'19;MOLOCHNY MIR;FRUTOUDOVOLSTVIE;CUP;0.2500/KG;2%;2;FRUTOUDOVOLSTVIE 2% F 250G LESNYE YAGODY;FLAVOURED;FRUITS/BERRIES;FOREST BERRIES;0;NA;NA;NA;NA;NA
MAT APR'19;MOLOCHNY MIR;FRUTOUDOVOLSTVIE;CUP;0.2500/KG;2%;2;FRUTOUDOVOLSTVIE 2% F 250G KLUBNIKA;FLAVOURED;FRUITS/BERRIES;STRAWBERRY;0;NA;NA;NA;NA;NA
MAT APR'19;MOLOCHNY MIR;MOLOCHNY MIR;DUAL CUP;0.1350/KG;2,50%;3;MOL.MIR DVOY.ISKUSH.2.5%F 135G DS KLU-BA;FLAVOURED;FRUITS/BERRIES;BANANA&STRAWBERRY;0;NA;NA;NA;NA;NA
MAT APR'19;MOLOCHNY MIR;MOLOCHNY MIR;DUAL CUP;0.1350/KG;2,50%;3;MOL.MIR DVOY.ISKUSH.2.5%F 135G DS PE.YAB;FLAVOURED;FRUITS/BERRIES;BAKED APPLE;0;NA;NA;NA;NA;NA
MAT APR'19;MOLOCHNY MIR;MOLOCHNY MIR;CUP;0.1500/KG;2,50%;3;MOL.MIR YOGO FRUIT 2.5% F 150G CHERNIKA;FLAVOURED;FRUITS/BERRIES;BLUEBERRY;0;NA;NA;NA;NA;NA
MAT APR'19;MOLOCHNY MIR;MOLOCHNY MIR;CUP;0.3500/KG;1%;1;MOL.MIR BELORUSSKIY YOG.1% Z 350G OT.&ZL;FLAVOURED;BRAN & CEREALS;CEREALS&BRAN;0;NA;NA;NA;NA;NA
MAT APR'19;MOLOCHNY MIR;MOLOCHNY MIR;CUP;0.3500/KG;1%;1;MOL.MIR BELORUSSKIY YOG.1% Z 350G CHE&ZL;FLAVOURED;DRIED FRUITS & MUESLI;PRUNES & CEREALS;0;NA;NA;NA;NA;NA
MAT APR'19;MOLOCHNY MIR;MOLOCHNY MIR;CUP;0.3500/KG;1%;1;MOL.MIR BELORUSSKIY YO.1%Z350G IN&ZL&LYO;FLAVOURED;CEREALS&FRUITS&SEEDS;CEREALS&FIGS&FLAX SEEDS;0;NA;NA;NA;NA;NA
MAT APR'19;MOLOCHNY MIR;MOLOCHNY MIR;CUP;0.3500/KG;1%;1;MOL.MIR BELORUSSKIY YO.1%Z350G YA&MY&MIN;FLAVOURED;FRUITS & MUESLI & NUTS;ALMOND & APPLE & MUESLI;0;NA;NA;NA;NA;NA
MAT APR'19;MILKAVITA;KREPYSHOK (MILKAVITA);CUP;0.4500/KG;1,50%;2;KREPYSHOK 1.5% F 450G VISHNYA&MINDAL;FLAVOURED;FRUITS/BERRIES;ALMOND & CHERRY;0;NA;NA;NA;NA;NA
MAT APR'19;MILKAVITA;MOYA SLAVITA;CUP;0.2200/KG;1,50%;2;MOYA SLAVITA VITEYL 1.5% F 220G VIS&MIND;FLAVOURED;FRUITS/BERRIES;ALMOND & CHERRY;0;NA;NA;NA;NA;NA
MAT APR'19;MILKAVITA;MOYA SLAVITA;CUP;0.2200/KG;1,50%;2;MOYA SLAVITA VITEYL 1.5% F 220G MULTIFR.;FLAVOURED;FRUITS/BERRIES;MIXED FRUIT / FRUIT PUNCH / COCKTAIL;0;NA;NA;NA;NA;NA
MAT APR'19;MILKAVITA;MOYA SLAVITA;CUP;0.2200/KG;1,50%;2;MOYA SLAVITA VITEYL 1.5% F 220G KLUBNIKA;FLAVOURED;FRUITS/BERRIES;STRAWBERRY;0;NA;NA;NA;NA;NA
MAT APR'19;MILKAVITA;MOYA SLAVITA;CUP;0.3700/KG;1,50%;2;MOYA SLAVITA VITEYL 1.5% F 370G MULTIFR.;FLAVOURED;FRUITS/BERRIES;MIXED FRUIT / FRUIT PUNCH / COCKTAIL;0;NA;NA;NA;NA;NA
MAT APR'19;MILKAVITA;MOYA SLAVITA;CUP;0.3700/KG;1,50%;2;MOYA SLAVITA VITEYL 1.5% F 370G KLUBNIKA;FLAVOURED;FRUITS/BERRIES;STRAWBERRY;0;NA;NA;NA;NA;NA
MAT APR'19;MILKAVITA;MOYA SLAVITA;CUP;0.3700/KG;1,50%;2;MOYA SLAVITA BEL 1.5% FZ 370G MALIN&ZLAK;FLAVOURED;CEREALS & FRUITS;CEREALS&RASPBERRY;0;NA;NA;NA;NA;NA
MAT APR'19;MILKAVITA;MOYA SLAVITA;CUP;0.2500/KG;1,50%;2;MOYA SLAVITA BEL NEW 1.5% FZ 250G MAL&ZL;FLAVOURED;CEREALS & FRUITS;CEREALS&RASPBERRY;0;NA;NA;NA;NA;NA
MAT APR'19;MOLODECHENSKIY MOLOCHNY KOMBINAT;SMAK;CUP;0.2500/KG;2,50%;3;SMAK 2.5% F 250G MIX MOLODECHN.MOL.KOMB;FLAVOURED;FRUITS/BERRIES;UNABLE TO SEGMENT;0;NA;NA;NA;NA;NA
MAT APR'19;MOLODECHENSKIY MOLOCHNY KOMBINAT;SMAK;CUP;0.5000/KG;2,50%;3;SMAK 2.5% F 500G MIX MOLODECHN.MOL.KOMB;FLAVOURED;FRUITS/BERRIES;UNABLE TO SEGMENT;0;NA;NA;NA;NA;NA
MAT APR'19;MOLOKO - VITEBSK;VITSEBSKAE MALAKO;CUP;0.1750/KG;1,50%;2;VITS.MAL.FRUK.FANTAZ.1.5% FZ 175G GRU-ZL;FLAVOURED;CEREALS & FRUITS;CEREALS&PEAR;0;NA;NA;NA;NA;NA
MAT APR'19;MOLOKO - VITEBSK;VITSEBSKAE MALAKO;CUP;0.2500/KG;3%;3;VITS.MAL.FRUK.FANTAZ.3% FU 250G KLUBNIKA;FLAVOURED;MUESLI & FRUITS;MUESLI & STRAWBERRY;0;NA;NA;NA;NA;NA
MAT APR'19;MOLOKO - VITEBSK;VITSEBSKAE MALAKO;CUP;0.2000/KG;1,50%;2;VITS.MAL.VASILIKI GRE.1.5%FN200G IN&IZ&L;FLAVOURED;FRUITS/BERRIES & SEEDS;FIGS & FLAX & RAISINS;0;NA;NA;NA;NA;NA
MAT APR'19;MOLOKO - VITEBSK;VITSEBSKAE MALAKO;CUP;0.2000/KG;1,50%;2;VITS.MAL.VASILIKI GRE.1.5%FN200G LI&CHIA;FLAVOURED;FRUITS/BERRIES & SEEDS;CHIA SEEDS & LEMON;0;NA;NA;NA;NA;NA
MAT APR'19;MOLOKO - VITEBSK;VITSEBSKAE MALAKO;CUP;0.2000/KG;1,50%;2;VITSEB.MALAKO VASILIKI 1.5% 200G SF;PLAIN;WITHOUT ADDITION INGREDIENTS;NOT AVAILABLE;0;NA;NA;NA;NA;NA
MAT APR'19;MOLOKO - VITEBSK;VITSEBSKAE MALAKO;CUP;0.1500/KG;1,50%;2;VITS.MAL.DELIGHT 1.5% FU 150G TYKVA&MYUS;FLAVOURED;MUESLI & FRUITS;MUESLI & PUMPKIN;0;NA;NA;NA;NA;NA
MAT APR'19;MOLOKO - VITEBSK;VITSEBSKAE MALAKO;CUP;0.1500/KG;1,50%;2;VITS.MAL.DELIGHT 1.5% F 150G LIM&MYA&LAY;FLAVOURED;FRUITS & HERBS;LEMON & LIME & MINT;0;NA;NA;NA;NA;NA
MAT APR'19;MOZYRSKIE MOLOCHNYE PRODUKTY;NA URA!;CUP;0.1250/KG;1,50%;2;NA URA! 1.5% F 125G KLUBNIKA;FLAVOURED;FRUITS/BERRIES;STRAWBERRY;0;NA;NA;NA;NA;NA
MAT APR'19;MOZYRSKIE MOLOCHNYE PRODUKTY;NA URA!;CUP;0.1250/KG;1,50%;2;NA URA! 1.5% F 125G VISHNYA;FLAVOURED;FRUITS/BERRIES;CHERRY;0;NA;NA;NA;NA;NA
MAT APR'19;MOZYRSKIE MOLOCHNYE PRODUKTY;NA URA!;CUP;0.1250/KG;1,50%;2;NA URA! 1.5% F 125G CHERNIKA;FLAVOURED;FRUITS/BERRIES;BILBERRY;0;NA;NA;NA;NA;NA
MAT APR'19;PEPSICO;CHUDO;CUP;0.3150/KG;2,50%;3;CHUDO 2.5% F 315G VISHNYA&CHERESHNYA;FLAVOURED;FRUITS/BERRIES;CHERRY&SWEET CHERRY;0;NA;NA;NA;NA;NA
MAT APR'19;PEPSICO;CHUDO;CUP;0.3150/KG;2,50%;3;CHUDO 2.5% F 315G PERSIK&MARACUYA;FLAVOURED;FRUITS/BERRIES;PEACH & MARACUJA / PASSION FRUIT;0;NA;NA;NA;NA;NA
MAT APR'19;PEPSICO;CHUDO;CUP;0.3150/KG;2,50%;3;CHUDO 2.5% F 315G KLUBNIKA&ZEMLYANIKA;FLAVOURED;FRUITS/BERRIES;STRAWBERRY & WILD STRAWBERRY;0;NA;NA;NA;NA;NA
MAT APR'19;PEPSICO;CHUDO;GROUP;0.1250/KG;2,50%;3;CHUDO 2.5% F 125G H CHERNIKA-MALINA;FLAVOURED;FRUITS/BERRIES;BILBERRY & RASPBERRY;0;NA;NA;NA;NA;NA
MAT APR'19;NEO PRODUCT;FERMERSKIY PRODUKT;JARS;0.5000/KG;6%;6;FERMERSKIY PRODUKT TERMOST.6% 500G SF GJ;PLAIN;WITHOUT ADDITION INGREDIENTS;NOT AVAILABLE;0;NA;NA;NA;NA;NA
MAT APR'19;NESVIZHSKIY ZAVOD DETSKOGO PITANIYA;MASHA I MEDVED;GROUP;0.0800/KG;2,90%;3;MASHA I MEDVED 2.9% F BIO 4X80G YAB&GR.H;FLAVOURED;FRUITS/BERRIES;APPLE & PEAR;0;NA;NA;NA;NA;NA
MAT APR'19;NESVIZHSKIY ZAVOD DETSKOGO PITANIYA;SARAFANOVO;GROUP;0.1250/KG;1,50%;2;SARAFANOVO TERMOSTATNY 1.5% 125G SF H;PLAIN;WITHOUT ADDITION INGREDIENTS;NOT AVAILABLE;0;NA;NA;NA;NA;NA
MAT APR'19;EFKO;SLOBODA;CUP;0.2100/KG;6%;6;SLOBODA ZH.ED.6% FNU BIO 210G MAN&MYU&OR;FLAVOURED;FRUITS/BERRIES&NUTS&MUESLI;MANDARINE&MUESLI&NUTS;0;NA;NA;NA;NA;NA
MAT APR'19;EFKO;SLOBODA;CUP;0.2100/KG;6%;6;SLOBODA ZH.ED.6% FZ BIO 210G GRU&ZLA;FLAVOURED;CEREALS & FRUITS;CEREALS&PEAR;0;NA;NA;NA;NA;NA
MAT APR'19;EFKO;SLOBODA;CUP;0.2100/KG;6%;6;SLOBODA ZH.ED.6% FZC BIO 210G GRA&G.OR&I;FLAVOURED;DRIED FRUITS&GRANOLA&NUTS;GRANOLA&WALNUT&RAISINS;0;NA;NA;NA;NA;NA
MAT APR'19;EFKO;SLOBODA;GROUP;0.1250/KG;6%;6;SLOBODA ZH.ED.6% FN BIO 4x125G IN&MIN&SL;FLAVOURED;FRUITS/BERRIES&NUTS;ALMOND&FIGS&PLUM;0;NA;NA;NA;NA;NA
MAT APR'20;SAVUSHKIN PRODUCT;TEOS;CUP;0.2500/KG;2%;2;TEOS GRECHESKIY 2% 250G SF;PLAIN;WITHOUT ADDITION INGREDIENTS;NOT AVAILABLE;570,5416;2935,379353;5,1449;70,809067;90,11875;409,0204
MAT APR'20;DANONE GROUP;DANISSIMO;DUAL CUP;0.1050/KG;6,90%;7;DANISSIMO FANT.SH.SHAR.6.9% CS 105G DS;FLAVOURED;CHOCOLATE;CHOCOLATE;567,8321;5891,867418;10,376073;92,875208;98,701433;308,2021
MAT APR'20;SAVUSHKIN PRODUCT;APETI;TOPPER;0.1050/KG;5%;5;APETI 5% 105G TO PLOMBIR SHARIKI V SHOKO;FLAVOURED;CEREALS&CHOCOLATE;PLOMBIR FLAVOUR;368,7698;3699,013776;10,030685;91,427675;96,411725;205,122
MAT APR'20;SAVUSHKIN PRODUCT;TEOS;CUP;0.2500/KG;2%;2;TEOS GRECHESKIY 2% ZN 250G ZLAK-KLET.LNA;FLAVOURED;CEREALS&FLAX FIBER;CEREALS&FLAX;363,23;2071,346227;5,702575;53,301692;81,450983;346,2757
MAT APR'20;SAVUSHKIN PRODUCT;TEOS;CUP;0.1400/KG;2%;2;TEOS GRECHESKIY 2% 140G SF;PLAIN;WITHOUT ADDITION INGREDIENTS;NOT AVAILABLE;305,5711;1813,789651;5,935737;57,665233;84,620725;268,6898
MAT APR'20;DANONE GROUP;ACTIVIA;GROUP;0.1500/KG;2,90%;3;ACTIVIA 2.9% F BIO 150G H CHERNOSLIV;FLAVOURED;FRUITS/BERRIES;PRUNE / DRY PLUM;280,7271;1551,132812;5,525412;92,293025;98,550358;153,8376
MAT APR'20;DANONE GROUP;ACTIVIA;GROUP;0.1500/KG;2,90%;3;ACTIVIA 2.9% ZN BIO 150G H CHERN-5ZL-LEN;FLAVOURED;5 CEREALS&FRUITS/BERRIES&LINSEED;5 CEREALS&BILBERRY&LINSEED;273,3829;1513,907761;5,537683;84,884092;95,316575;162,5765
MAT APR'20;SAVUSHKIN PRODUCT;SAVUSHKIN;CUP;0.3500/KG;2%;2;SAVUSHKIN 2% F 350G PERSIK&MANGO;FLAVOURED;FRUITS/BERRIES;MANGO & PEACH;261,1077;1030,324193;3,945974;41,235708;74,1098;320,4429
MAT APR'20;SAVUSHKIN PRODUCT;SUPERKID;TOPPER;0.1030/KG;2%;2;SUPERKID 2% 103G TO KLUBNIKA-SHOK.KONF.;FLAVOURED;CHOCOLATE DRAGEE;STRAWBERRY;254,4349;2444,299167;9,606776;79,298125;92,823267;162,6259
MAT APR'20;DANONE GROUP;ACTIVIA;GROUP;0.1500/KG;2,90%;3;ACTIVIA 2.9% F BIO 150G H VISHNYA;FLAVOURED;FRUITS/BERRIES;CHERRY;246,6773;1375,345621;5,575485;80,667908;93,368675;154,1765
MAT APR'20;SAVUSHKIN PRODUCT;SUPERKID;TOPPER;0.1030/KG;2%;2;SUPERKID 2% 103G TO VANIL-SHOK.KONFETY;FLAVOURED;CHOCOLATE DRAGEE;VANILIN;245,9383;2364,625986;9,614712;85,0758;93,009375;146,135
MAT APR'20;SAVUSHKIN PRODUCT;TEOS;CUP;0.1400/KG;2%;2;TEOS GRECHESKIY 2% ZN 140G ZLAK-KLET.LNA;FLAVOURED;CEREALS&FLAX FIBER;CEREALS&FLAX;240,7978;1597,968904;6,636144;70,032975;89,33445;174,936
MAT APR'20;FRIESLAND CAMPINA;NEZHNY;GROUP;0.0950/KG;0,10%;1;NEZHNY LYOGKIY 0.1% 95G H SOK PERSIKA;FLAVOURED;JUICE;PEACH;233,7049;831,0093778;3,555806;75,959883;78,530025;156,2686
MAT APR'20;SAVUSHKIN PRODUCT;TEOS;CUP;0.2500/KG;2%;2;TEOS GRECHESKIY 2% F 250G CHERNIKA;FLAVOURED;FRUITS/BERRIES;BILBERRY;227,9703;1298,509349;5,695958;46,281025;77,481717;249,7073
MAT APR'20;SAVUSHKIN PRODUCT;SAVUSHKIN;CUP;0.3500/KG;2%;2;SAVUSHKIN 2% 350G STRACHATELLA;FLAVOURED;CHOCOLATE;STRACCIATELLA;227,9462;906,3111471;3,975987;39,810033;72,077342;291,0367
MAT APR'20;SAVUSHKIN PRODUCT;TEOS;CUP;0.2500/KG;5%;5;TEOS GRECHESKIY 5% 250G SF;PLAIN;WITHOUT ADDITION INGREDIENTS;NOT AVAILABLE;203,2318;1115,161231;5,487139;37,29895;69,670117;277,3498
MAT APR'20;FRIESLAND CAMPINA;NEZHNY;GROUP;0.0950/KG;0,10%;1;NEZHNY LYOGKIY 0.1% 95G H SOK KLUBNIKI;FLAVOURED;JUICE;STRAWBERRY;198,3282;705,0712044;3,555073;68,555675;76,406717;146,662
MAT APR'20;BABUSHKINA KRYNKA;ECO GRECO;CUP;0.2300/KG;2%;2;ECO GRECO GRECHESKIY 2% 230G SF;PLAIN;WITHOUT ADDITION INGREDIENTS;NOT AVAILABLE;194,3953;1033,666077;5,317341;51,3141;74,220733;191,8946
MAT APR'20;SAVUSHKIN PRODUCT;LASKOVOE LETO;CUP;0.3500/KG;2%;2;LASKOVOE LETO 2% F 350G ABRIKOS;FLAVOURED;FRUITS/BERRIES;APRICOT / ABRIKOS;189,8119;642,5272816;3,385074;58,44715;77,081542;165,1781
MAT APR'20;SAVUSHKIN PRODUCT;OPTIMAL;CUP;0.3500/KG;2%;2;OPTIMAL 2% FZ BIO 350G CHERNOS&ZLAKI;FLAVOURED;CEREALS & FRUITS;CEREALS&DRY PLUM;185,5969;770,3924228;4,150891;54,73435;81,033142;171,4211
MAT APR'20;DANONE GROUP;ACTIVIA;GROUP;0.1500/KG;2,90%;3;ACTIVIA 2.9% F BIO 150G H KLUBNIKA;FLAVOURED;FRUITS/BERRIES;STRAWBERRY;184,1806;999,4705123;5,426579;51,703058;82,864533;182,6489
MAT APR'20;DANONE GROUP;DANISSIMO;DUAL CUP;0.1050/KG;6,90%;7;DANIS.FANT.KHR.SHA.YAG.VK.6.9% C 105G DS;FLAVOURED;FRUITS/BERRIES;BERRIES;175,3028;1765,292321;10,069961;56,509758;82,789175;158,1517
MAT APR'20;FRIESLAND CAMPINA;NEZHNY;GROUP;0.1000/KG;1,20%;2;NEZHNY 1.2% 100G H YAGODNOE MOROZHENOE;FLAVOURED;BERRY JUICE;BERRY ICE CREAM;170,7072;633,9707094;3,71379;62,19685;80,400267;139,2655
MAT APR'20;SAVUSHKIN PRODUCT;TEOS;CUP;0.1400/KG;2%;2;TEOS GRECHESKIY 2% F 140G VISHNYA;FLAVOURED;FRUITS/BERRIES;CHERRY;168,5033;1116,145336;6,623878;64,290883;88,078592;132,8971
MAT APR'20;SAVUSHKIN PRODUCT;SAVUSHKIN;CUP;0.3500/KG;2%;2;SAVUSHKIN 2% F 350G LESNAYA YAGODA;FLAVOURED;FRUITS/BERRIES;FOREST BERRIES;163,1835;644,140543;3,947339;33,969517;67,336767;243,4532
MAT APR'20;SAVUSHKIN PRODUCT;APETI;TOPPER;0.1050/KG;5%;5;APETI 5% 105G TO PLOMBIR RISOV.SHARIKI;FLAVOURED;RICE BALLS;PLOMBIR FLAVOUR;161,441;1623,754446;10,057881;72,109325;84,6911;113,5164
MAT APR'20;SAVUSHKIN PRODUCT;LASKOVOE LETO;CUP;0.3500/KG;2%;2;LASKOVOE LETO 2% F 350G KLUBNIKA;FLAVOURED;FRUITS/BERRIES;STRAWBERRY;161,1124;545,3676635;3,385014;53,2349;76,713758;153,6795
MAT APR'20;SAVUSHKIN PRODUCT;TEOS;CUP;0.1400/KG;2%;2;TEOS GRECHESKIY 2% F 140G CHERNIKA;FLAVOURED;FRUITS/BERRIES;BILBERRY;144,9061;958,4352488;6,614182;61,504425;86,49515;119,3402
MAT APR'20;SAVUSHKIN PRODUCT;SAVUSHKIN;GROUP;0.1200/KG;2%;2;SAVUSH.2SLOY.2% F BIO 120G H KIVI&KRYZ;FLAVOURED;FRUITS/BERRIES;KIWI & GOOSEBERRY;144,856;769,751393;5,313908;51,735375;80,682317;141,5118
MAT APR'20;DANONE GROUP;DANISSIMO;DUAL CUP;0.1050/KG;6,90%;7;DANISSIMO FANT.SH.SH&M&M.6.9% CF 105G DS;FLAVOURED;CRISPY BALLS;MANGO & MARACUJA;140,5165;1402,762777;9,982904;47,316642;74,495058;153,5744
MAT APR'20;SAVUSHKIN PRODUCT;TEOS;CUP;0.1400/KG;2%;2;TEOS GRECHESKIY 2% F 140G KLUBNIKA;FLAVOURED;FRUITS/BERRIES;STRAWBERRY;136,5181;906,8736531;6,642882;52,642992;81,873233;131,4962
MAT APR'20;SAVUSHKIN PRODUCT;SAVUSHKIN;GROUP;0.1200/KG;2%;2;SAVUSHKIN 2% F 120G H PERSIK-MANGO;FLAVOURED;FRUITS/BERRIES;MANGO & PEACH;135,095;606,6892182;4,490834;51,911733;77,5203;132,4834
MAT APR'20;SAVUSHKIN PRODUCT;SAVUSHKIN;GROUP;0.1200/KG;2%;2;SAVUSH.2SLOY.2% F 120G H MANGO;FLAVOURED;FRUITS/BERRIES;MANGO;132,5722;704,173856;5,311625;45,814217;74,171208;145,9546
MAT APR'20;SAVUSHKIN PRODUCT;SAVUSHKIN;GROUP;0.1200/KG;2%;2;SAVUSHKIN 2% 120G H STRACHATELLA;FLAVOURED;CHOCOLATE;STRACCIATELLA;131,3943;588,7034379;4,480434;57,629025;81,563567;116,346
MAT APR'20;EFKO;SLOBODA;CUP;0.2100/KG;6%;6;SLOBODA ZH.ED.6% FNU BIO 210G MAN&MYU&OR;FLAVOURED;FRUITS/BERRIES&NUTS&MUESLI;MANDARINE&MUESLI&NUTS;120,279;832,1867291;6,918803;44,515;42,470811;134,5991
MAT APR'20;DANONE GROUP;DANISSIMO;DUAL CUP;0.1240/KG;6,90%;7;DANISSIMO FANT.SHOK.DUET 6.9% S 124G DS;FLAVOURED;CHOCOLATE;CHOCOLATE;113,7143;960,5444264;8,446998;35,461517;68,83475;179,9449
MAT APR'20;SAVUSHKIN PRODUCT;SAVUSHKIN;GROUP;0.1200/KG;2%;2;SAVUSHKIN 2% F 120G H LESNAYA YAGODA;FLAVOURED;FRUITS/BERRIES;FOREST BERRIES;112,6715;505,4438733;4,485996;51,134683;75,98565;112,4192
MAT APR'20;BABUSHKINA KRYNKA;BABUSHKINA KRYNKA;CUP;0.3100/KG;2%;2;BAB.KRYNKA LYOGKIY 2% F 310G PER.-MAR.;FLAVOURED;WITHOUT ADDITION INGREDIENTS;MARACUJA & PEACH;108,9454;408,4610513;3,749227;38,558533;60,337878;133,6007
MAT APR'20;DANONE GROUP;ACTIVIA;GROUP;0.1500/KG;2,90%;3;ACTIVIA 2.9% FN BIO 150G H TSI.MI.&KINOA;FLAVOURED;CITRUS MIKS&QUINOA;CITRUS MIX;107,9593;584,1806822;5,41112;33,808675;61,676042;134,0481
MAT APR'20;DANONE GROUP;PROSTOKVASHINO;CUP;0.3350/KG;2,50%;3;PROSTOKVASHINO 2.5% F 335G CHERNICHKA;FLAVOURED;FRUITS/BERRIES;BLACKBERRY;105,4206;559,4284748;5,306633;70,519575;84,956058;76,3245
MAT APR'20;EHRMANN;ALPENLAND;GROUP;0.0950/KG;0,30%;1;ALPENLAND FRUCT. 0.3% F 95G H MIX PERSIK;FLAVOURED;FRUITS/BERRIES;UNABLE TO SEGMENT;105,2374;386,1857233;3,669662;39,824533;47,679125;129,5712
MAT APR'20;BABUSHKINA KRYNKA;BABUSHKINA KRYNKA;CUP;0.3100/KG;2%;2;BAB.KRYNKA LYOGKIY 2% F 310G ANA.-MAN.;FLAVOURED;WITHOUT ADDITION INGREDIENTS;MANGO & PINEAPPLE;104,2696;391,438062;3,754096;38,2452;60,348322;128,7574
MAT APR'20;SAVUSHKIN PRODUCT;LASKOVOE LETO;CUP;0.3500/KG;2%;2;LASKOVOE LETO 2% F 350G MALINA;FLAVOURED;FRUITS/BERRIES;RASPBERRY / MALINA;101,6739;340,8815476;3,352695;37,0697;65,7;139,6067
