Год_месяц;Клиент;Подкатегория;СЕГМЕНТ;Формат ТТ;Способ обработки;Наименование Товара в Сети;Производитель;Бренд;Тип упаковки;Масса;Наполнитель;Сквозное Имя;Продажи в кг;Продажи в руб;Offtake в кг
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;КОЛБАСНЫЙ;Супермаркет;КОПЧЕНЫЙ;MDD/СЫР КОЛБАС ПЛ КОПЧ НАР 125;PL АШАН;PL;СЛАЙСЕР;0.125;-;СЫР ПЛАВЛЕНЫЙ КОЛБАСНЫЙ ЛАКОМО\PL 0,125 кг 40% СЛАЙСЕР;12.75;6351.88;0.708333333
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;КОЛБАСНЫЙ;Супермаркет;КОПЧЕНЫЙ;MDD/СЫР ПЛ КОЛБАСН ЛАКОМО 400Г;PL АШАН;PL;ФИКСИРОВАННЫЙ;0.4;-;СЫР ПЛАВЛЕНЫЙ КОЛБАСНЫЙ ЛАКОМО\PL 0,4 кг 40% ФИКСИРОВАННЫЙ;3466;742644.48;25.11594203
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;КОЛБАСНЫЙ;Супермаркет;КОПЧЕНЫЙ;КД/ПЛАВЛ ПР КОЛБАСН 400Г;PL АШАН;PL;ФИКСИРОВАННЫЙ;0.4;-;СЫР ПЛАВЛЕНЫЙ КОЛБАСНЫЙ КАЖДЫЙ ДЕНЬ\PL 0,4 кг 40% ФИКСИРОВАННЫЙ;3118;259111.27;21.95774648
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;КОЛБАСНЫЙ;Супермаркет;КОПЧЕНЫЙ;ПР ПЛАВЛ КОЛБКОП ГОРОД СЫРА;НЕВА МИЛК ГК;ГОРОД СЫРА;ВЕСОВОЙ;1;-;СЫР ПЛАВЛЕНЫЙ КОЛБАСНЫЙ ГОРОД СЫРА 1 кг 40% ВЕСОВОЙ;2462.806;304917.57;15.99224675
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;КОЛБАСНЫЙ;Супермаркет;КОПЧЕНЫЙ;СЫР КОЛБ-КОП ГОР СЫРА ГРИБ 150;НЕВА МИЛК ГК;ГОРОД СЫРА;СЛАЙСЕР;0.15;грибы;СЫР ПЛАВЛЕНЫЙ КОЛБАСНЫЙ ГОРОД СЫРА 0,15 кг 40% СЛАЙСЕР грибы;13.2;4140.61;0.88
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;КОЛБАСНЫЙ;Супермаркет;КОПЧЕНЫЙ;СЫР КОЛБ-КОП ГОРОДСЫРА НАР150Г;НЕВА МИЛК ГК;ГОРОД СЫРА;СЛАЙСЕР;0.15;-;СЫР ПЛАВЛЕНЫЙ КОЛБАСНЫЙ ГОРОД СЫРА 0,15 кг 40% СЛАЙСЕР;646.35;335492.33;3.989814815
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;КОЛБАСНЫЙ;Супермаркет;КОПЧЕНЫЙ;СЫР ПЛ КОЛБАС КОПЧ 400 Г;СЫРОБОГАТОВ ТД ООО;СЫРОБОГАТОВ;ФИКСИРОВАННЫЙ;0.4;-;СЫР ПЛАВЛЕНЫЙ КОЛБАСНЫЙ СЫРОБОГАТОВ 0,4 кг 40% ФИКСИРОВАННЫЙ;215.2;78776.23;9.356521739
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ЛОМТЕВОЙ;Супермаркет;-;ДРУЖБА СЫР ПР ФОЛЬГА 70Г;КРАСНОБАКОВСКИЕ МОЛОЧНЫЕ ПРОДУКТЫ;БЕСТСЕЛЛЕР;ЛОМТЕВОЙ;0.07;дружба;СЫР ПЛАВЛЕНЫЙ ЛОМТЕВОЙ БЕСТСЕЛЛЕР 0,07 кг 50% ЛОМТЕВОЙ дружба;1648.29;192872.2;11.69
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ЛОМТЕВОЙ;Супермаркет;-;КП/СЫР ПЛАВЛ.ДРУЖБА 90Г;PL АШАН;PL;ЛОМТЕВОЙ;0.09;дружба;СЫР ПЛАВЛЕНЫЙ ЛОМТЕВОЙ КРАСНАЯ ПТИЦА\PL 0,09 кг ЛОМТЕВОЙ дружба;1322.46;275391.23;22.80103448
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ЛОМТЕВОЙ;Супермаркет;-;ПЛАВ СЫР СЛИВОЧН БЛОЧКИ 50Г;HOCHLAND GROUP;HOCHLAND;ЛОМТЕВОЙ;0.05;сливочный;СЫР ПЛАВЛЕНЫЙ ЛОМТЕВОЙ HOCHLAND 0,05 кг 35% ЛОМТЕВОЙ сливочный;315.75;152647.33;4.048076923
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ЛОМТЕВОЙ;Супермаркет;-;"ПЛАВ.СЫР ""С ВЕТЧИНОЙ"",100Г";HOCHLAND GROUP;HOCHLAND;ЛОМТЕВОЙ;0.1;ветчина;СЫР ПЛАВЛЕНЫЙ ЛОМТЕВОЙ HOCHLAND 0,1 кг 35% ЛОМТЕВОЙ ветчина;223.2;100839.58;3.783050847
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ЛОМТЕВОЙ;Супермаркет;-;"ПЛАВ.СЫР ""С ГРИБАМИ"",100Г";HOCHLAND GROUP;HOCHLAND;ЛОМТЕВОЙ;0.1;грибы;СЫР ПЛАВЛЕНЫЙ ЛОМТЕВОЙ HOCHLAND 0,1 кг 35% ЛОМТЕВОЙ грибы;1.3;591.5;1.3
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ЛОМТЕВОЙ;Супермаркет;-;"ПЛАВ.СЫР ""СЛИВОЧНЫЙ"",100Г";HOCHLAND GROUP;HOCHLAND;ЛОМТЕВОЙ;0.1;сливочный;СЫР ПЛАВЛЕНЫЙ ЛОМТЕВОЙ HOCHLAND 0,1 кг 35% ЛОМТЕВОЙ сливочный;609.6;281568.54;4.956097561
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ЛОМТЕВОЙ;Супермаркет;-;ПЛАВЛ.СЫРН.ПРОД.ФОЛЬГА 80Г РОС;РЯЗАНСКИЙ ЗАВОД ПЛАВЛЕННЫХ СЫРОВ;ПЕРЕЯСЛАВЛЬ;ЛОМТЕВОЙ;0.08;сливочный;СЫР ПЛАВЛЕНЫЙ ЛОМТЕВОЙ ПЕРЕЯСЛАВЛЬ 0,08 кг 50% ЛОМТЕВОЙ сливочный;77.68;16484.33;5.178666667
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ЛОМТЕВОЙ;Супермаркет;-;ПР-Т ПЛ.С СЫРОМ ДРУЖБА 70Г;КРАСНОБАКОВСКИЕ МОЛОЧНЫЕ ПРОДУКТЫ;БЕСТСЕЛЛЕР;ЛОМТЕВОЙ;0.07;дружба;СЫР ПЛАВЛЕНЫЙ ЛОМТЕВОЙ БЕСТСЕЛЛЕР 0,07 кг 50% ЛОМТЕВОЙ дружба;71.19;14664.56;5.9325
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ЛОМТЕВОЙ;Супермаркет;-;ПР-Т ПЛ.С СЫРОМ СЛИВОЧН. 70Г;КРАСНОБАКОВСКИЕ МОЛОЧНЫЕ ПРОДУКТЫ;БЕСТСЕЛЛЕР;ЛОМТЕВОЙ;0.07;сливочный;СЫР ПЛАВЛЕНЫЙ ЛОМТЕВОЙ БЕСТСЕЛЛЕР 0,07 кг 55% ЛОМТЕВОЙ сливочный;38.92;8021.96;5.56
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ЛОМТЕВОЙ;Супермаркет;-;СЫР ПЛ ВОЛНА 45% 90Г ФОЛЬГА;КАРАТ ОАО;КАРАТ;ЛОМТЕВОЙ;0.09;волна;СЫР ПЛАВЛЕНЫЙ ЛОМТЕВОЙ 0 КАРАТ 0,09 кг 45% ЛОМТЕВОЙ волна;2.88;1103.5;1.44
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ЛОМТЕВОЙ;Супермаркет;-;СЫР ПЛ С ГРИБ ДЛЯ СУПА ФОЛ90Г;КАРАТ ОАО;КАРАТ;ЛОМТЕВОЙ;0.09;грибы;СЫР ПЛАВЛЕНЫЙ ЛОМТЕВОЙ КАРАТ 0,09 кг 55% ЛОМТЕВОЙ грибы;954.9;278759.3;13.44929577
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ЛОМТЕВОЙ;Супермаркет;-;СЫР ПЛ С ЛУКОМ ДЛЯ СУПА ФОЛ90Г;КАРАТ ОАО;КАРАТ;ЛОМТЕВОЙ;0.09;лук;СЫР ПЛАВЛЕНЫЙ ЛОМТЕВОЙ КАРАТ 0,09 кг 55% ЛОМТЕВОЙ лук;785.52;229718.7;11.06366197
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ЛОМТЕВОЙ;Супермаркет;-;СЫР ПЛАВ ROKLER ВЕТЧИН Ф 100Г;ЯСТРО;ROKLER;ЛОМТЕВОЙ;0.1;ветчина;СЫР ПЛАВЛЕНЫЙ ЛОМТЕВОЙ 0 ROKLER 0,1 кг 35% ЛОМТЕВОЙ ветчина;569.7;226007.56;3.605696203
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ЛОМТЕВОЙ;Супермаркет;-;СЫР ПЛАВЛЕНЫЙ ДРУЖБА 90Г;КАРАТ ОАО;КАРАТ;ЛОМТЕВОЙ;0.09;дружба;СЫР ПЛАВЛЕНЫЙ ЛОМТЕВОЙ КАРАТ 0,09 кг 55% ЛОМТЕВОЙ дружба;8030.16;2356632.11;46.96
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ЛОМТЕВОЙ;Супермаркет;-;СЫР ПРЕЗИДЕНТ ПЛАВ.ВЕТЧИНА 50Г;LACTALIS GROUPE;PRESIDENT;ЛОМТЕВОЙ;0.05;ветчина;СЫР ПЛАВЛЕНЫЙ ЛОМТЕВОЙ PRESIDENT 0,05 кг 45% ЛОМТЕВОЙ ветчина;0.2;103.2;0.2
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ЛОМТЕВОЙ;Супермаркет;-;СЫР.ПР-Т ПЛ.ВОЛНА 70ГР ФОЛЬГА;КРАСНОБАКОВСКИЕ МОЛОЧНЫЕ ПРОДУКТЫ;БЕСТСЕЛЛЕР;ЛОМТЕВОЙ;0.07;волна;СЫР ПЛАВЛЕНЫЙ ЛОМТЕВОЙ БЕСТСЕЛЛЕР 0,07 кг 55% ЛОМТЕВОЙ волна;43.26;6716.24;6.18
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;GM СЫР ПЛАВЛЕНЫЙ ДРУЖБА 200Г;КАРАТ ОАО;КАРАТ;СТАКАН;0.2;дружба;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ КАРАТ 0,2 кг 55% СТАКАН дружба;0.8;360.4;0.8
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;GM СЫР ХОХЛ ПЛАВ.200ГР СЛИВ;HOCHLAND GROUP;HOCHLAND;СТАКАН;0.2;сливочный;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ HOCHLAND 0,2 кг 55% СТАКАН сливочный;112.4;68157.42;3.037837838
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;ЕЖЕДЕНЬ ВАННА С ГРИБАМИ 400Г;ЯСТРО;ЕЖЕДЕНЬ;СТАКАН;0.4;грибы;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ 0 ЕЖЕДЕНЬ 0,4 кг 45% СТАКАН грибы;157.2;30812.38;4.763636364
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;КД/ПЛАВЛ ПР С СЫРОМ ВЕТЧ 200Г;PL АШАН;PL;СТАКАН;0.2;ветчина;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ КАЖДЫЙ ДЕНЬ\PL 0,2 кг СТАКАН ветчина;3487.4;531214.17;21.79625
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;КД/ПЛАВЛ ПР С СЫРОМ ГРИБ.200Г;PL АШАН;PL;СТАКАН;0.2;грибы;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ КАЖДЫЙ ДЕНЬ\PL 0,2 кг СТАКАН грибы;2890;440278.38;18.0625
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;КД/ПЛАВЛ ПР С СЫРОМ СЛИВ 200Г;PL АШАН;PL;СТАКАН;0.2;сливочный;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ КАЖДЫЙ ДЕНЬ\PL 0,2 кг СТАКАН сливочный;3838;586315.24;22.44444444
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;КД/СЫР ПЛАВЛ ГАУДА 250Г;PL АШАН;PL;СТАКАН;0.25;гауда;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ КАЖДЫЙ ДЕНЬ\PL 0,25 кг СТАКАН гауда;2338.5;619283.99;16.82374101
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;КП/СЫР ПЛАВЛ  ВЕТЧИНА 200Г;Не определен;Не определен;ПАСТООБРАЗНЫЙ;0.2;ветчина;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ 0,2 кг ПАСТООБРАЗНЫЙ ветчина;456;138736.26;4.653061224
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;КП/СЫР ПЛАВЛ  ГРИБ 200Г;Не определен;Не определен;ПАСТООБРАЗНЫЙ;0.2;грибы;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ 0,2 кг ПАСТООБРАЗНЫЙ грибы;1322.2;402248.73;8.585714286
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;КП/СЫР ПЛАВЛ СЛИВ 200Г;Не определен;Не определен;СТАКАН;0.2;сливочный;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ 0,2 кг СТАКАН сливочный;1812;585495.34;11.61538462
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;КП/СЫР ПЛАВЛ ШОКОЛАД 200Г;Не определен;Не определен;ПАСТООБРАЗНЫЙ;0.2;шоколад;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ 0,2 кг ПАСТООБРАЗНЫЙ шоколад;1161.2;352914.19;7.443589744
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;ОМИЧКА СЫР ПЛАВ.СЛАД.ШОК.80ГР;ЯСТРО;ОМИЧКА;СТАКАН;0.08;шоколад;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ ОМИЧКА 0,08 кг 30% СТАКАН шоколад;218.16;113089.49;2.796923077
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;ОМИЧКА СЫР ПЛАВЛ СЛАДКИЙ 80ГР;ЯСТРО;ОМИЧКА;СТАКАН;0.08;сладкий;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ ОМИЧКА 0,08 кг 50% СТАКАН сладкий;672.4;300904.5;4.2025
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;ПЛ ПРОД К ЗАВТ НАТУР 80ГР;Не определен;К ЗАВТРАКУ;СТАКАН;0.08;сливочный;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ К ЗАВТРАКУ 0,08 кг 60% СТАКАН сливочный;6.24;1588.81;1.56
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;ПЛ. ПРОД ЯНТАР СТАКАН 100Г;Не определен;Не определен;СТАКАН;0.1;янтарь;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ 0,1 кг СТАКАН янтарь;33.8;8876.04;2.1125
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;ПЛ.ПРОД.  ДРУЖБА СТАКАН 100Г;Не определен;ДРУЖБА;СТАКАН;0.1;дружба;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ ДРУЖБА 0,1 кг 55% СТАКАН дружба;12.6;3214.54;1.145454545
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;ПРОД.ПЛАВ. С СЫРОМ ВЕТЧ. 160Г;КРАСНОБАКОВСКИЕ МОЛОЧНЫЕ ПРОДУКТЫ;БЕСТСЕЛЛЕР;СТАКАН;0.16;ветчина;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ БЕСТСЕЛЛЕР 0,16 кг 55% СТАКАН ветчина;68.48;14578.95;9.782857143
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;ПРОД.ПЛАВ. С СЫРОМ СЛИВ. 160Г;КРАСНОБАКОВСКИЕ МОЛОЧНЫЕ ПРОДУКТЫ;БЕСТСЕЛЛЕР;СТАКАН;0.16;сливочный;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ БЕСТСЕЛЛЕР 0,16 кг 50% СТАКАН сливочный;37.44;7973.11;7.488
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;СЫР AMOLBLU 51% ПЛ 175Г БЗМЖ;KALLEH DAIRYPRODUCTION;AMOL BLU;СТАКАН;0.175;голубая плесень;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ AMOL BLU 0,175 кг 51% СТАКАН голубая плесень;217.175;148478.31;1.55125
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;СЫР БОН ПЛЕЗИР ИКРА 200ГР;КРАСНОБАКОВСКИЕ МОЛОЧНЫЕ ПРОДУКТЫ;БОН ПЛЕЗИР;СТАКАН;0.2;икра;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ БОН ПЛЕЗИР 0,2 кг 55% СТАКАН икра;48.4;20477.6;6.914285714
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;СЫР ДРУЖБА 40% 200ГР ЕВРО;Не определен;ДРУЖБА;ПАСТООБРАЗНЫЙ;0.2;-;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ ДРУЖБА 0,2 кг 40% ПАСТООБРАЗНЫЙ;87.8;30743.84;7.316666667
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;СЫР К ЗАВТРАКУ C БЕКОНОМ 80ГР;РЯЗАНСКИЙ ЗАВОД ПЛАВЛЕННЫХ СЫРОВ;ПЕРЕЯСЛАВЛЬ;СТАКАН;0.08;бекон;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ ПЕРЕЯСЛАВЛЬ 0,08 кг 50% СТАКАН бекон;25.76;6557.06;1.61
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;СЫР ПЛ ROKLER С ВЕТЧИНОЙ 400Г;ЯСТРО;ROKLER;СТАКАН;0.4;ветчина;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ ROKLER 0,4 кг 55% СТАКАН ветчина;8.8;3499.68;2.933333333
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;СЫР ПЛ ROKLER С ГРИБАМИ 200Г;ЯСТРО;ROKLER;СТАКАН;0.2;грибы;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ ROKLER 0,2 кг 55% СТАКАН грибы;162.2;62249.09;4.915151515
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;СЫР ПЛ ROKLER СЛИВОЧНЫЙ 200Г;ЯСТРО;ROKLER;СТАКАН;0.2;сливочный;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ ROKLER 0,2 кг 55% СТАКАН сливочный;1147;479866.53;7.16875
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;СЫР ПЛ ROKLER СЛИВОЧНЫЙ 400Г;ЯСТРО;ROKLER;СТАКАН;0.4;сливочный;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ 0 ROKLER 0,4 кг 55% СТАКАН сливочный;2455.6;769524.15;32.31052632
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;СЫР ПЛ.ВЕТЧ. 55% 100Г МАМАДЫШ;"УК""ПРОСТО МОЛОКО""ООО";МАМАДЫШ;СТАКАН;0.1;ветчина;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ МАМАДЫШ 0,1 кг 55% СТАКАН ветчина;2.1;1152.9;0.7
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;СЫР ПЛ.ВЕТЧИНА 200ГР ПРЕЗИДЕНТ;LACTALIS GROUPE;PRESIDENT;СТАКАН;0.2;ветчина;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ PRESIDENT 0,2 кг 45% СТАКАН ветчина;476.6;259522.14;3.8128
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;СЫР ПЛ.ВИОЛА ЛИСИЧ.200ГМДЖ 50%;ВАЛИО ООО;VIOLA;СТАКАН;0.2;лисички;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ VIOLA 0,2 кг 50% СТАКАН лисички;2.4;1459.7;0.8
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;СЫР ПЛ.ВИОЛА СЛИВ.200Г МДЖ 50%;ВАЛИО ООО;VIOLA;СТАКАН;0.2;сливочный;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ VIOLA 0,2 кг 50% СТАКАН сливочный;0.4;141.6;0.2
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;СЫР ПЛ.ВИОЛА СЛИВ.400Г МДЖ 50%;ВАЛИО ООО;VIOLA;СТАКАН;0.4;сливочный;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ VIOLA 0,4 кг 50% СТАКАН сливочный;1238.8;786010.08;7.941025641
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;СЫР ПЛ.ГРИБЫ 55% 100Г МАМАДЫШ;"УК""ПРОСТО МОЛОКО""ООО";МАМАДЫШ;СТАКАН;0.1;грибы;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ МАМАДЫШ 0,1 кг 55% СТАКАН грибы;21.6;12119.95;0.830769231
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;СЫР ПЛ.ДРУЖБА 400Г СЫРОБОГАТОВ;СЫРОБОГАТОВ ТД ООО;СЫРОБОГАТОВ;СТАКАН;0.4;дружба;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ СЫРОБОГАТОВ 0,4 кг 55% СТАКАН дружба;27.6;10200.59;3.45
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;СЫР ПЛ.ДРУЖБА СЫРОБОГАТОВ 200Г;СЫРОБОГАТОВ ТД ООО;СЫРОБОГАТОВ;СТАКАН;0.2;дружба;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ СЫРОБОГАТОВ 0,2 кг 55% СТАКАН дружба;3.4;1878;3.4
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;СЫР ПЛ.КРЕВ. 55% 100Г МАМАДЫШ;"УК""ПРОСТО МОЛОКО""ООО";МАМАДЫШ;СТАКАН;0.1;креветки;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ МАМАДЫШ 0,1 кг 55% СТАКАН креветки;111.1;51938;3.967857143
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;СЫР ПЛ.СЛИВ. 55% 100Г МАМАДЫШ;"УК""ПРОСТО МОЛОКО""ООО";МАМАДЫШ;СТАКАН;0.1;сливочный;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ МАМАДЫШ 0,1 кг 55% СТАКАН сливочный;26.1;14638.19;1.003846154
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;СЫР ПЛ.ШОКОЛАД 200Г ПРЕЗИДЕНТ;LACTALIS GROUPE;PRESIDENT;СТАКАН;0.2;шоколад;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ PRESIDENT 0,2 кг 30% СТАКАН шоколад;1;358.7;0.5
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;СЫР ПЛ.ЯНТАРЬ 200Г СЫРОБОГАТОВ;СЫРОБОГАТОВ ТД ООО;СЫРОБОГАТОВ;СТАКАН;0.2;янтарь;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ СЫРОБОГАТОВ 0,2 кг 60% СТАКАН янтарь;2.6;1436.5;2.6
YTD FEB'19;Атак;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;СЫР ПЛ.ЯНТАРЬ 400Г СЫРОБОГАТОВ;СЫРОБОГАТОВ ТД ООО;СЫРОБОГАТОВ;СТАКАН;0.4;янтарь;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ СЫРОБОГАТОВ 0,4 кг 60% СТАКАН янтарь;22.8;7954.49;3.257142857
