Год_месяц;Клиент;Подкатегория;СЕГМЕНТ;Формат ТТ;Способ обработки;Наименование Товара в Сети;Производитель;Бренд;Тип упаковки;Масса;Наполнитель;Сквозное Имя;Продажи в кг;Продажи в руб;Offtake в кг
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;МОЖГА Сыр ЯНТАРЬ пл.60% п/ст.100г;МОЖГАСЫР;МОЖГА;СТАКАН;0.1;янтарь;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ МОЖГА 0,1 кг 60% СТАКАН янтарь;61;20403.3;7.625
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;МОЖГАСЫР Сыр НЕЖЕНКА плавл.100г;МОЖГАСЫР;МОЖГА;СТАКАН;0.1;сливочный;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ МОЖГА 0,1 кг 60% СТАКАН сливочный;10.1;3315.73;2.525
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;МСБУ Сыр ОМИЧКА пл.50% п/ст 200г;ЯСТРО;ОМИЧКА;СТАКАН;0.2;сливочный;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ ОМИЧКА 0,2 кг 50% СТАКАН сливочный;64.8;22502;8.1
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;МСБУ Сыр ЯНТАРЬ пл.60% п/ст 200г;ОРБИТА;ОРБИТА;СТАКАН;0.2;янтарь;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ ОРБИТА 0,2 кг 60% СТАКАН янтарь;103.6;37172.48;12.95
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;НИК.СЫРОВ.Сыр плавленый сливоч.50% 200г;АГРОКОМПЛЕКС ИМ Н.ТКАЧЕВА;НИКОЛАЕВСКИЕ СЫРОВАРНИ;СТАКАН;0.2;сливочный;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ НИКОЛАЕВСКИЕ СЫРОВАРНИ 0,2 кг 50% СТАКАН сливочный;323.2;134566.17;6.337254902
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;НИК.СЫРОВ.Сыр с ветчиной плав.50% 200г;АГРОКОМПЛЕКС ИМ Н.ТКАЧЕВА;НИКОЛАЕВСКИЕ СЫРОВАРНИ;СТАКАН;0.2;ветчина;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ НИКОЛАЕВСКИЕ СЫРОВАРНИ 0,2 кг 50% СТАКАН ветчина;189.8;78171.82;3.796
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;НИК.СЫРОВ.Сыр с грибами плав.50% 200г;АГРОКОМПЛЕКС ИМ Н.ТКАЧЕВА;НИКОЛАЕВСКИЕ СЫРОВАРНИ;СТАКАН;0.2;грибы;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ НИКОЛАЕВСКИЕ СЫРОВАРНИ 0,2 кг 50% СТАКАН грибы;215.4;90039.21;4.223529412
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;ОРБИТА Сыр СЛИВОЧ.НЕВСКИЙ плав.60% 200г;ОРБИТА;ОРБИТА;СТАКАН;0.2;сливочный;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ ОРБИТА 0,2 кг 60% СТАКАН сливочный;27.8;10110.26;3.475
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;ПЕРЕЯСЛ.Сыр ЯНТАРНЫЙ к зав.плав.40% 150г;РЯЗАНСКИЙ ЗАВОД ПЛАВЛЕННЫХ СЫРОВ;ПЕРЕЯСЛАВЛЬ;СТАКАН;0.15;янтарь;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ ПЕРЕЯСЛАВЛЬ 0,15 кг 40% СТАКАН янтарь;2.85;1249.07;0.95
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;ПЕРЕЯСЛ.Сырный пр.ДРУЖБАпл.55%стак.100г;РЯЗАНСКИЙ ЗАВОД ПЛАВЛЕННЫХ СЫРОВ;ПЕРЕЯСЛАВЛЬ;СТАКАН;0.1;дружба;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ ПЕРЕЯСЛАВЛЬ 0,1 кг 55% СТАКАН дружба;43.4;11762.91;3.616666667
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;ПЕРЕЯСЛ.Сырный пр.ЯНТАРЬпл.45%стак.100г;РЯЗАНСКИЙ ЗАВОД ПЛАВЛЕННЫХ СЫРОВ;ПЕРЕЯСЛАВЛЬ;СТАКАН;0.1;янтарь;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ ПЕРЕЯСЛАВЛЬ 0,1 кг 45% СТАКАН янтарь;24.5;6515.63;3.0625
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;ПЕРЕЯСЛАВЛЬ Плавленный продукт ГРИБЫ ванн.55%80г;РЯЗАНСКИЙ ЗАВОД ПЛАВЛЕННЫХ СЫРОВ;ПЕРЕЯСЛАВЛЬ;СТАКАН;0.08;грибы;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ ПЕРЕЯСЛАВЛЬ 0,08 кг 55% СТАКАН грибы;8.08;2258.81;1.616
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;ПЕРЕЯСЛАВЛЬ Прод.плавленый КОРАЛЛОВЫЙ ван.45%80г;РЯЗАНСКИЙ ЗАВОД ПЛАВЛЕННЫХ СЫРОВ;ПЕРЕЯСЛАВЛЬ;СТАКАН;0.08;коралл;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ ПЕРЕЯСЛАВЛЬ 0,08 кг 45% СТАКАН коралл;61.92;16795.04;1.876363636
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;ПЕРЕЯСЛАВЛЬ Прод.плавленый ЛОСОСЬ ванн.55%80г;РЯЗАНСКИЙ ЗАВОД ПЛАВЛЕННЫХ СЫРОВ;ПЕРЕЯСЛАВЛЬ;СТАКАН;0.08;лосось;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ ПЕРЕЯСЛАВЛЬ 0,08 кг 55% СТАКАН лосось;29.92;8571.68;2.992
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;ПЕРЕЯСЛАВЛЬ Прод.плавленый НАТУРАЛЬНЫЙ ванн.55%80г;РЯЗАНСКИЙ ЗАВОД ПЛАВЛЕННЫХ СЫРОВ;ПЕРЕЯСЛАВЛЬ;СТАКАН;0.08;сливочный;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ ПЕРЕЯСЛАВЛЬ 0,08 кг 55% СТАКАН сливочный;9.12;2557.77;4.56
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;ПЕРЕЯСЛАВЛЬ Прод.плавленый С БЕКОНОМ ванн.50% 80г;РЯЗАНСКИЙ ЗАВОД ПЛАВЛЕННЫХ СЫРОВ;ПЕРЕЯСЛАВЛЬ;СТАКАН;0.08;бекон;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ ПЕРЕЯСЛАВЛЬ 0,08 кг 50% СТАКАН бекон;4.64;1252.02;2.32
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;ПР!СТ Сыр С ВЕТЧИНОЙ плав.55% 400г;PL X5 RETAIL GROUP;PL;СТАКАН;0.4;ветчина;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ ПР!СТ\PL 0,4 кг 55% СТАКАН ветчина;1276.8;546868.64;1.684432718
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;ПР!СТ Сыр С ГРИБАМИ плав.55% 400г;PL X5 RETAIL GROUP;PL;СТАКАН;0.4;грибы;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ ПР!СТ\PL 0,4 кг 55% СТАКАН грибы;1369.6;598914.16;1.802105263
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;ПР!СТ Сыр СЛИВОЧНЫЙ плав.55% 400г;PL X5 RETAIL GROUP;PL;СТАКАН;0.4;сливочный;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ ПР!СТ\PL 0,4 кг 55% СТАКАН сливочный;1925.6;851748.04;2.383168317
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;ПР.ИЗ ЕЛАНИ Сыр ДРУЖБА пл.п/обр.50% 180г;ФУДЛЭНД;ПРОДУКТЫ ИЗ ЕЛАНИ;СТАКАН;0.18;дружба;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ ПРОДУКТЫ ИЗ ЕЛАНИ 0,18 кг 50% СТАКАН дружба;25.56;10775.91;3.651428571
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;ПР.ИЗ ЕЛАНИ Сыр плав.с грибами 50% 180г;ФУДЛЭНД;ПРОДУКТЫ ИЗ ЕЛАНИ;СТАКАН;0.18;грибы;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ ПРОДУКТЫ ИЗ ЕЛАНИ 0,18 кг 50% СТАКАН грибы;42.84;17815.68;6.12
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;ПР.ИЗ ЕЛАНИ Сыр СЛИВОЧНЫЙ плав.50% 180г;ФУДЛЭНД;ПРОДУКТЫ ИЗ ЕЛАНИ;СТАКАН;0.18;сливочный;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ ПРОДУКТЫ ИЗ ЕЛАНИ 0,18 кг 50% СТАКАН сливочный;63.18;26099.34;9.025714286
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;ПР.ИЗ ЕЛАНИ Сыр ЯНТАРЬ плав.50% 180г;ФУДЛЭНД;ПРОДУКТЫ ИЗ ЕЛАНИ;СТАКАН;0.18;янтарь;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ ПРОДУКТЫ ИЗ ЕЛАНИ 0,18 кг 50% СТАКАН янтарь;38.34;15596.8;5.477142857
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;Прод.м/сод.КОТОФЕЙ с змж 50% 100г;МОЖГАСЫР;КОТОФЕЙ;СТАКАН;0.1;сливочный;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ КОТОФЕЙ 0,1 кг 50% СТАКАН сливочный;3.4;1012.45;0.485714286
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;Прод.м/сод.ТАШЛЯНСКИЙ змж 60% 100г;СТАВРОПОЛЬСКИЙ МК;ТАШЛЯНСКИЙ;СТАКАН;0.1;сливочный;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ ТАШЛЯНСКИЙ 0,1 кг 60% СТАКАН сливочный;52.7;21750.88;6.5875
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;Прод.сыр.ЯНТАРНЫЙ плавл.60% 100г;ВЕЛИКОЛУКСКИЙ МК;ВЕЛИКОЛУКСКИЙ;СТАКАН;0.1;янтарь;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ ВЕЛИКОЛУКСКИЙ 0,1 кг 60% СТАКАН янтарь;2.6;743.12;1.3
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;Продукт ЯНТАРНЫЙ плав.клас.45% 80г;Не определен;Не определен;СТАКАН;0.08;янтарь;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ 0,08 кг 45% СТАКАН янтарь;76.8;16842.14;1.969230769
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;ПСКОВУШКО Прод.сыр.ШОКОЛАДНЫЙ 30% 100г;ПСКОВСКИЙ ГОРМОЛЗАВОД;ПСКОВУШКО;СТАКАН;0.1;шоколад;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ ПСКОВУШКО 0,1 кг 30% СТАКАН шоколад;9.6;2260.48;3.2
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;РАД.ВКУСА Сыр плав.с гриб.50% 180г;ФУДЛЭНД;РАДОСТЬ ВКУСА;СТАКАН;0.18;грибы;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ РАДОСТЬ ВКУСА 0,18 кг 50% СТАКАН грибы;13.86;6929.32;1.066153846
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;РАД.ВКУСА Сыр ЯНТАРЬ плав.180г;ФУДЛЭНД;РАДОСТЬ ВКУСА;СТАКАН;0.18;янтарь;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ РАДОСТЬ ВКУСА 0,18 кг 50% СТАКАН янтарь;9.54;4764.31;1.06
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;РАЭ Сыр ДРУЖБА плав.конт.55% 400г;РОСТАГРОЭКСПОРТ;РОСТАГРОЭКСПОРТ;СТАКАН;0.4;дружба;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ РОСТАГРОЭКСПОРТ 0,4 кг 55% СТАКАН дружба;2395.2;1032588.61;4.71496063
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;РАЭ Сыр ЯНТАРЬ плав.конт. 60% 400г;РОСТАГРОЭКСПОРТ;РОСТАГРОЭКСПОРТ;СТАКАН;0.4;янтарь;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ РОСТАГРОЭКСПОРТ 0,4 кг 60% СТАКАН янтарь;160;63523.13;2.461538462
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;СЗМЖ ПСКОВУШ.Прод.м/сод.ПОЛ.вет.45% 100г;ПСКОВСКИЙ ГОРМОЛЗАВОД;ПСКОВУШКО;ПАСТООБРАЗНЫЙ;0.1;ветчина;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ ПСКОВУШКО 0,1 кг 45% ПАСТООБРАЗНЫЙ ветчина;1.6;332.13;1.6
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;СЗМЖ ПСКОВУШ.Прод.м/сод.ПОЛ.гриб.45%100г;ПСКОВСКИЙ ГОРМОЛЗАВОД;ПСКОВУШКО;ПАСТООБРАЗНЫЙ;0.1;грибы;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ ПСКОВУШКО 0,1 кг 45% ПАСТООБРАЗНЫЙ грибы;1.6;367.35;1.6
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;СЗМЖ ПСКОВУШ.Прод.м/сод.ПОЛ.зел.45% 100г;ПСКОВСКИЙ ГОРМОЛЗАВОД;ПСКОВУШКО;ПАСТООБРАЗНЫЙ;0.1;зелень;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ ПСКОВУШКО 0,1 кг 45% ПАСТООБРАЗНЫЙ зелень;1.1;259.46;1.1
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;Сыр КИСЛОМОЛОЧНЫЙ пл.п/обр.45% 40г;Не определен;Не определен;СТАКАН;0.04;кисломолочный;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ 0,04 кг 45% СТАКАН кисломолочный;0.12;53.69;0.12
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;Сыр ОМИЧКА сладкий плавленый пл/ст50%80г;ЯСТРО;ОМИЧКА;СТАКАН;0.08;сливочный;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ ОМИЧКА 0,08 кг 50% СТАКАН сливочный;32.8;13570.11;4.685714286
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;Сыр РУСИЧ пл.п/обр.56% 40г;ВОЛОГОДСКИЙ МК;ВОЛОГОДСКИЙ МК;СТАКАН;0.04;сливочный;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ ВОЛОГОДСКИЙ МК 0,04 кг 56% СТАКАН сливочный;1.84;778.86;1.84
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;Сыр СЛАВЯНСКИЙ пл.п/обр.55% 40г;ВОЛОГОДСКИЙ МК;СЛАВЯНСКИЙ;СТАКАН;0.04;славянский;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ СЛАВЯНСКИЙ 0,04 кг 55% СТАКАН славянский;1.84;808.45;1.84
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;Сыр ЯНТАРЬ ДОНСКОЙ плавлен.100г;РОСТОВСКИЙ ЗАВОД ПЛАВЛЕНЫХ СЫРОВ;РОСТОВСКИЙ ЗПС;СТАКАН;0.1;янтарь;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ РОСТОВСКИЙ ЗПС 0,1 кг 60% СТАКАН янтарь;575.1;100194.97;11.05961538
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;СЫРОБОГ.Прод.плав.ФИЕТТА КЛАС.55% 200г;СЫРОБОГАТОВ ТД ООО;СЫРОБОГАТОВ;СТАКАН;0.2;фиетта;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ СЫРОБОГАТОВ 0,2 кг 55% СТАКАН фиетта;2.4;1168.89;2.4
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;СЫРОБОГ.Сыр плав.шок.30% 100г;СЫРОБОГАТОВ ТД ООО;СЫРОБОГАТОВ;СТАКАН;0.1;шоколад;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ СЫРОБОГАТОВ 0,1 кг 30% СТАКАН шоколад;4.9;2171.57;0.98
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;СЫРОБОГ.Сыр С ВЕТЧИНОЙ 50% ван.200г;СЫРОБОГАТОВ ТД ООО;СЫРОБОГАТОВ;СТАКАН;0.2;ветчина;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ СЫРОБОГАТОВ 0,2 кг 50% СТАКАН ветчина;83.8;33269.19;2.992857143
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;СЫРОБОГ.Сыр СЛИВОЧНЫЙ 50% ван.200г;СЫРОБОГАТОВ ТД ООО;СЫРОБОГАТОВ;СТАКАН;0.2;сливочный;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ СЫРОБОГАТОВ 0,2 кг 50% СТАКАН сливочный;174.8;71650.01;3.884444444
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;СЫРОБОГАТОВ Сыр ДРУЖБА плав.55% 200г;СЫРОБОГАТОВ ТД ООО;СЫРОБОГАТОВ;СТАКАН;0.2;дружба;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ СЫРОБОГАТОВ 0,2 кг 55% СТАКАН дружба;190.8;68259.21;4.653658537
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;СЫРОБОГАТОВ Сыр ДРУЖБА плав.55% 400г;СЫРОБОГАТОВ ТД ООО;СЫРОБОГАТОВ;СТАКАН;0.4;дружба;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ СЫРОБОГАТОВ 0,4 кг 55% СТАКАН дружба;56;23016.29;2.074074074
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;СЫРОБОГАТОВ Сыр МААЗДАМ 50% ван.200г;СЫРОБОГАТОВ ТД ООО;СЫРОБОГАТОВ;СТАКАН;0.2;маасдам;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ СЫРОБОГАТОВ 0,2 кг 50% СТАКАН маасдам;43;18546.31;1.869565217
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;СЫРОБОГАТОВ Сыр С БЕКОНОМ 50% ван.200г;СЫРОБОГАТОВ ТД ООО;СЫРОБОГАТОВ;СТАКАН;0.2;бекон;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ СЫРОБОГАТОВ 0,2 кг 50% СТАКАН бекон;102.2;40230.21;3.096969697
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;СЫРОБОГАТОВ Сыр С ГРИБАМИ 50% ван.200г;СЫРОБОГАТОВ ТД ООО;СЫРОБОГАТОВ;СТАКАН;0.2;грибы;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ СЫРОБОГАТОВ 0,2 кг 50% СТАКАН грибы;149.4;59053.95;3.474418605
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;СЫРОБОГАТОВ Сыр ЯНТАРЬ плав.60% 200г;СЫРОБОГАТОВ ТД ООО;СЫРОБОГАТОВ;СТАКАН;0.2;янтарь;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ СЫРОБОГАТОВ 0,2 кг 60% СТАКАН янтарь;237.6;86143.9;6.788571429
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;СЫРОБОГАТОВ Сыр ЯНТАРЬ плав.60% 400г;СЫРОБОГАТОВ ТД ООО;СЫРОБОГАТОВ;СТАКАН;0.4;янтарь;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ СЫРОБОГАТОВ 0,4 кг 60% СТАКАН янтарь;119.2;48747.23;2.772093023
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;ЭКОНА Сыр С ГРИБАМИ плав.п/о 50% 180г;МОЛОЧНАЯ РЕКА;ECONA;СТАКАН;0.18;грибы;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ ECONA 0,18 кг 50% СТАКАН грибы;113.76;46128.34;4.74
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;ЭКОНА Сыр ЯНТАРЬ плав.пастообр.50% 180г;МОЛОЧНАЯ РЕКА;ECONA;СТАКАН;0.18;янтарь;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ ECONA 0,18 кг 50% СТАКАН янтарь;97.38;39024.48;4.233913043
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;ЯНТ.МИР Прод.ЛЮБ.ОМИЧКА сырн.пл.50% 80г;ЯСТРО;ОМИЧКА;СТАКАН;0.08;янтарь;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ ОМИЧКА 0,08 кг 50% СТАКАН янтарь;94.64;16678.01;3.263448276
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;ПАСТООБРАЗНЫЙ;Супермаркет;-;ЯНТАРЬ Продукт ЯНТАРНЫЙ сырн.пл.62% 80г;Не определен;Не определен;СТАКАН;0.08;янтарь;СЫР ПЛАВЛЕНЫЙ ПАСТООБРАЗНЫЙ 0,08 кг 62% СТАКАН янтарь;73.36;12682.46;3.334545455
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;СЕГМЕНТЫ;Гипермаркет;-;HOCH.Сыр АСС.ПИК.НА ПРИР.пл.паст.55%140г;HOCHLAND GROUP;HOCHLAND;СЕГМЕНТЫ;0.14;ассорти бекон/эммент/огур-укроп;СЫР ПЛАВЛЕНЫЙ СЕГМЕНТЫ HOCHLAND 0,14 кг 55% СЕГМЕНТЫ ассорти бекон/эммент/огур-укроп;127.96;69144.58;2.285
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;СЕГМЕНТЫ;Гипермаркет;-;HOCHL.Сыр АСС.КЛ.ТР.плав.паст.55%кр140г;HOCHLAND GROUP;HOCHLAND;СЕГМЕНТЫ;0.14;ассорти мясное;СЫР ПЛАВЛЕНЫЙ СЕГМЕНТЫ HOCHLAND 0,14 кг 55% СЕГМЕНТЫ ассорти мясное;241.08;129175.77;2.803255814
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;СЕГМЕНТЫ;Гипермаркет;-;HOCHLAND Сыр АССОР.МЯСН.плав.паст.55% круг 140г;HOCHLAND GROUP;HOCHLAND;СЕГМЕНТЫ;0.14;ассорти мясное;СЫР ПЛАВЛЕНЫЙ СЕГМЕНТЫ HOCHLAND 0,14 кг 55% СЕГМЕНТЫ ассорти мясное;209.44;108195.66;2.435348837
YTD FEB'19;Х5;СЫР ПЛАВЛЕНЫЙ;СЕГМЕНТЫ;Гипермаркет;-;HOCHLAND Сыр С ВЕТЧИНОЙ плав.паст.55% круг 140г;HOCHLAND GROUP;HOCHLAND;СЕГМЕНТЫ;0.14;ветчина;СЫР ПЛАВЛЕНЫЙ СЕГМЕНТЫ HOCHLAND 0,14 кг 55% СЕГМЕНТЫ ветчина;196.42;103283.38;2.182444444
